SOURCELONG:Player's Handbook 2	SOURCESHORT:PHB2	SOURCEWEB:http://www.gozzilioni.net																																					
#																																							
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:CHECKS)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOS	FINE																											
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Chaotic|PREALIGN:LG,LN,LE	PROHIBITSPELL:ALIGNMENT.Chaotic|PREDEITYALIGN:LG,LN,LE																																					
###Block: Normal Progression																																							
SUBSTITUTIONLEVEL:1	CAST:3,1		ABILITY:Special Ability|AUTOMATIC|Nature Sense|Wild Empathy|Spontaneous casting - Summon Nature's Ally					BONUS:VAR|WildEmpathy|CL																															
SUBSTITUTIONLEVEL:5	CAST:5,3,2,1						BONUS:ABILITYPOOL|Druid Shapeform|1																																
SUBSTITUTIONLEVEL:12	CAST:6,5,4,4,3,3,2						BONUS:ABILITYPOOL|Druid Shapeform|1																																
SUBSTITUTIONLEVEL:16	CAST:6,5,5,5,4,4,3,3,2						BONUS:ABILITYPOOL|Druid Shapeform|1																																
#																																							
CLASS:Favored Soul.MOD																																							
SUBSTITUTIONCLASS:Deity's Favor																																							
SUBSTITUTIONLEVEL:3	CAST:6,5	KNOWN:5,4		ABILITY:Special Ability|AUTOMATIC|Deity's Favor			BONUS:VAR|FavoredSoulDeitySFavorLVL|CL																																
SUBSTITUTIONLEVEL:12	CAST:6,6,6,6,6,5,3	KNOWN:9,6,6,6,5,4,3																																					
#																																							
CLASS:Fighter.MOD																																							
SUBSTITUTIONCLASS:Elusive Attack																																							
SUBSTITUTIONLEVEL:6	BONUS:ABILITYPOOL|Fighter Feat|-1			ABILITY:Special Ability|AUTOMATIC|Elusive Attack|Fighter Elusive Attack			BONUS:VAR|FighterElusiveACLVL|CL																																
SUBSTITUTIONCLASS:Counterattack																																							
SUBSTITUTIONLEVEL:12	BONUS:ABILITYPOOL|Fighter Feat|-1			ABILITY:Special Ability|AUTOMATIC|Counterattack																																			
SUBSTITUTIONCLASS:Overpowering Attack																																							
SUBSTITUTIONLEVEL:16	BONUS:ABILITYPOOL|Fighter Feat|-1			ABILITY:Special Ability|AUTOMATIC|Overpowering Attack																																			
#																																							
CLASS:Hexblade.MOD																																							
SUBSTITUTIONCLASS:Dark Companion																																							
SUBSTITUTIONLEVEL:4	CAST:0,0	KNOWN:0,2		ABILITY:Special Ability|AUTOMATIC|Dark Companion			BONUS:VAR|DarkCompanionLVL|CL-3																																
#																																							
#CLASS:Marshal.MOD																																							
# non usata.																																							
#																																							
CLASS:Monk.MOD																																							
SUBSTITUTIONCLASS:Decisive Strike																																							
###Block:Proficiencies																																							
SUBSTITUTIONLEVEL:1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Monk|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkProficiencies
###Block: Monk AC, Monk Movement, Flurry of Blows																																							
SUBSTITUTIONLEVEL:1	BONUS:VAR|MonkACLVL|CL														ABILITY:Special Ability|AUTOMATIC|Monk AC																								
SUBSTITUTIONLEVEL:1	BONUS:VAR|MonkMoveLVL|CL													ABILITY:Special Ability|AUTOMATIC|Monk Movement																									
SUBSTITUTIONLEVEL:1	BONUS:VAR|MonkLVL|CL	BONUS:VAR|DecisiveStrikeLVL,StunningFistMonkLVL|MonkLVL	DEFINE:MonkLVL|0	ABILITY:Special Ability|AUTOMATIC|Decisive Strike																																			
SUBSTITUTIONLEVEL:1	BONUS:VAR|MonkBonusFeatLVL|CL								DEFINE:MonkBonusFeatLVL|0																														
###Block: Level progression																																							
SUBSTITUTIONLEVEL:1	UDAM:1d1,1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6		UMULT:2	BONUS:ABILITYPOOL|Monk Feat|1																																			AUTO:FEAT|Improved Unarmed Strike
#																																							
CLASS:Paladin.MOD																																							
SUBSTITUTIONCLASS:Charging Smite																																							
SUBSTITUTIONLEVEL:5	CAST:0,0	ABILITY:SPECIAL Ability|AUTOMATIC|Charging Smite|Paladin Charging Smite		BONUS:VAR|PaladinChargingSmiteLVL|CL																																			
#																																							
CLASS:Ranger.MOD																																							
SUBSTITUTIONCLASS:Distracting Attack																																							
SUBSTITUTIONLEVEL:4	CAST:0,0	ABILITY:SPECIAL Ability|AUTOMATIC|Distracting Attack																																					
#																																							
CLASS:Rogue.MOD																																							
SUBSTITUTIONCLASS:Disruptive Attack																																							
SUBSTITUTIONLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Disruptive Attack																																			
SUBSTITUTIONLEVEL:8				ABILITY:Special Ability|AUTOMATIC|Uncanny Dodge ~ Base			BONUS:VAR|UncannyDodgeFlankingLevel|CL|TYPE=EachClass.REPLACE	BONUS:VAR|UncannyDodgeLevel|CL/4																															
#																																							
CLASS:Scout.MOD																																							
SUBSTITUTIONCLASS:Dungeon Specialist																																							
SUBSTITUTIONLEVEL:3				ABILITY:Special Ability|AUTOMATIC|Scout Climb Half Movement																																			
SUBSTITUTIONLEVEL:5				ABILITY:Special Ability|AUTOMATIC|Confined area advantage																																			
SUBSTITUTIONLEVEL:11				ABILITY:Special Ability|AUTOMATIC|Scout Climb Movement																																			
#																																							
CLASS:Sorcerer.MOD																																							
SUBSTITUTIONCLASS:Metamagic Specialist																																							
SUBSTITUTIONLEVEL:1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Sorcerer|!PREABILITY:1,CATEGORY=ACF,TYPE.SorcererProficiencies
SUBSTITUTIONLEVEL:1	CAST:5,3	KNOWN:4,2		ABILITY:Special Ability|AUTOMATIC|Quick Metamagic	ABILITY:ACF|AUTOMATIC|Remove Summon Familiar (Sorcerer)																																		
#																																							
CLASS:Swashbuckler.MOD																																							
SUBSTITUTIONCLASS:Shield of Blades																																							
SUBSTITUTIONLEVEL:5				ABILITY:Special Ability|AUTOMATIC|Shield of Blades|Swashbuckler Shield of Blades			BONUS:VAR|SwashbucklerShieldOfBladesLVL|CL																																
#																																							
CLASS:Warlock.MOD																																							
SUBSTITUTIONCLASS:Fiendish Flamewrath
SUBSTITUTIONLEVEL:8				ABILITY:Special Ability|AUTOMATIC|Fiendish Flamewrath			BONUS:ABILITYPOOL|Warlock Lesser Invocation|1	BONUS:VAR|FiendishFlamewrathPerDay|1	BONUS:VAR|FiendishFlamewrathDamage|max(2,((CL-3)/5))																														
SUBSTITUTIONLEVEL:18							BONUS:ABILITYPOOL|Warlock Dark Invocation|1	BONUS:VAR|FiendishFlamewrathDamage|3																															
#							BONUS:ABILITYPOOL|Warlock Greater Invocation|1																																
CLASS:Warmage.MOD																																							
SUBSTITUTIONCLASS:Eclectic Learning ~ 3																																							
SUBSTITUTIONLEVEL:3	CAST:6,5					BONUS:ABILITYPOOL|Eclectic Learning|1																																	
SUBSTITUTIONCLASS:Eclectic Learning ~ 6																																							
SUBSTITUTIONLEVEL:6	CAST:6,6,5,3					BONUS:ABILITYPOOL|Eclectic Learning|1																																	
SUBSTITUTIONCLASS:Eclectic Learning ~ 11																																							
SUBSTITUTIONLEVEL:11	CAST:6,6,6,6,6,4					BONUS:ABILITYPOOL|Eclectic Learning|1																																	
SUBSTITUTIONCLASS:Eclectic Learning ~ 16																																							
SUBSTITUTIONLEVEL:16	CAST:6,6,6,6,6,6,6,5,3					BONUS:ABILITYPOOL|Eclectic Learning|1																																	
#																																							
CLASS:Wizard.MOD																																							
SUBSTITUTIONCLASS:Immediate Magic																																							
SUBSTITUTIONLEVEL:1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Wizard|!PREABILITY:1,CATEGORY=ACF,TYPE.WizardProficiencies
SUBSTITUTIONLEVEL:1	CAST:3,1	BONUS:ABILITYPOOL|Wizard Feat|CL/5	AUTO:FEAT|Scribe Scroll	ABILITY:Special Ability|AUTOMATIC|Immediate Magic|Wizard Immediate Magic	ABILITY:ACF|AUTOMATIC|Remove Summon Familiar (Wizard)		BONUS:VAR|WizardImmediateMagicLVL|CL																																
