SOURCELONG:Gozzilioni Darkness and Dread	SOURCESHORT:SS	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2001-01																													
																																
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Animal Husbandry	CATEGORY:Special Ability	TYPE:ClassFeatures.KennelmasterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Kennelmasters gain a +2 competence bonus to all Handle Animal checks. In addition, they may add their Wisdom bonus to all Handle Animal checks in addition to their Charisma modifier. Akennelmaster can teach an animal a trick in one day rather than one week, but he suffers a -10 modifier to his Handle Animal check when he attempts to do so.	KEY:Kennelmaster ~ Animal Husbandry									BONUS:SKILL|Handle Animal|2|TYPE=Competence	BONUS:SKILL|Handle Animal|WIS																SORTKEY:Class_Kennelmaster	SOURCEPAGE:DD
Calm Animal	CATEGORY:Special Ability	TYPE:ClassFeatures.KennelmasterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:So long as the kennelmaster does not suffer the negative consequences of a fear-based effect, he may replace the Will save result of any animal he has taught at least one trick with a Handle Animal check. The animal must be able to see and hear the kennelmaster and it must be within 60 feet of him.	KEY:Kennelmaster ~ Calm Animal																										SORTKEY:Class_Kennelmaster	SOURCEPAGE:DD
Feral Bond	CATEGORY:Special Ability	TYPE:ClassFeatures.KennelmasterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Kennelmasters form close, emotional ties to the animals they train. When they see their charges in danger or otherwise threatened with harm, they gain a +2 morale bonus to attacks and a +4 morale bonus to Will saves against fear-based effects.	KEY:Kennelmaster ~ Feral Bond																										SORTKEY:Class_Kennelmaster	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.MediumClassFeatures	VISIBLE:YES	DESC:The medium is proficient with the club, dagger, staff, light crossbow, and heavy crossbow.	KEY:Medium ~ Weapon and Armor Proficiency																		AUTO:WEAPONPROF|Club|Dagger|Quarterstaff|Crossbow (Heavy)|Crossbow (Light)								SORTKEY:Class_Medium	SOURCEPAGE:DD
Sense the Unseen	CATEGORY:Special Ability	TYPE:ClassFeatures.MediumClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Mediums can sense the ebb and flow of emotions in others. This gives them not only an insight into how other people view them or what might be on their mind, but it also makes them sensitive to the fluctuations of emotions and energy in an area. A medium gains several new uses for the Sense Motive skill that count as supernatural abilities.	KEY:Medium ~ Sense the Unseen																										SORTKEY:Class_Medium	SOURCEPAGE:DD
Area Reading	CATEGORY:Special Ability	TYPE:ClassFeatures.MediumClassFeatures.SpecialQuality	VISIBLE:YES	DESC:With quiet study and meditation, a medium can sense the emotional background of a specific area such as a room, a forest clearing, or a short section of road. By studying an area for a peaceful, uninterrupted hour, the medium may make a Sense Motive check with a DC equal to 15 + 5 per year since the event she wishes to learn about took place. If the medium has no specific knowledge of an event, treat this check as if she attempted to learn of the last important or traumatic event at the spot in question. On a successful check, the medium learns of the event's basic emotional feel or mood. If she beats the DC by 5 or more, she gains hazy, incomplete mental pictures of the event. She gains a general sense of what happened, but does not learn any specific details of the people involved. If she beats the DC by 10 or more, she gains a perfect mental snapshot of the proceedings. However, in this case she suffers any fearbased effects of spotting any of the creatures that appear within her vision.	KEY:Medium ~ Sense the Unseen ~ Area Reading																										SORTKEY:Class_Medium	SOURCEPAGE:DD
Object Reading	CATEGORY:Special Ability	TYPE:ClassFeatures.MediumClassFeatures.SpecialQuality	VISIBLE:YES	DESC:This ability functions as per the area reading ability except it focuses on a specific object, such as a dagger or article of clothing.	KEY:Medium ~ Sense the Unseen ~ Object Reading																										SORTKEY:Class_Medium	SOURCEPAGE:DD
Sixth Sense	CATEGORY:Special Ability	TYPE:ClassFeatures.SurvivorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, the medium gains a constant, intuitive sense of the flow of psychic energies around her. Whenever an outsider or undead creature moves within 100 feet of her position, she may immediately make a Sense Motive check opposed by the creature's Will save. If her check succeeds, she senses the creature's relative position. n addition, she gains insight into its power based on its Hit Dice as per the table below.	KEY:Medium ~ Sixth Sense																										SORTKEY:Class_Medium	SOURCEPAGE:DD
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A sybil is able to touch the essence of reality, albeit in a mind-bending way. She gains an 'insight score' equal to her level in this prestige class that has three effects.&nl;1. Add the insight score to Wisdom when determining bonus spells or save DCs when casting divine spells or using divine spell-like abilities.&nl;2. Subtract this score from her Wisdom score when making any other checks or saving throws involving Wisdom alone.&nl;3. Once per day, the sybil can add her insight score to Wisdom when making a check or save. She must choose to use this power before making the roll.	KEY:Sybil ~ Divine Insight									BONUS:VAR|Insight|SybilLVL	BONUS:DC|SCHOOL.Divination|Insight	BONUS:SAVE|Will|-Insight	BONUS:SKILL|TYPE=Wisdom|-Insight						ABILITY:Special Ability|AUTOMATIC|Insight								SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 2nd level, a sybil learns to focus inwardly and discern hidden truths. By spending 24 hours in complete solitude, she gains two additional effects of her insight score for the next 24 hours.&nl;1. This score is added to her Intelligence score when making any checks that depend on Intelligence, such as Scry or bardic knowledge.&nl;2. This score is subtracted from Intelligence to determine bonus spells or save DCs when casting arcane spells or using arcane spell-like abilities.	KEY:Sybil ~ Reclusive Insight																										SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Beginning at 3rd level, a sybil gains the gift of prophecy and can see more clearly as she increases in experience. However, the truths she sees are couched in mystery. These revelations are always accurate and carry no cost in experience points or material components, but demand a price be paid-answer the sybil's riddle. A correct answer earns the questioner the benefit of the specified divination spell, with no chance of failure. An incorrect answer, however, carries a penalty, which is more severe the more difficult the riddle becomes.	KEY:Sybil ~ Riddle				DEFINE:RiddleLVL|0					BONUS:VAR|RiddleLVL|SybilLVL									ABILITY:Sybil Class Feature|AUTOMATIC|Riddle ~ Conundrum|PREVARGTEQ:SybylLVL,3	ABILITY:Sybil Class Feature|AUTOMATIC|Riddle ~ Mystery|PREVARGTEQ:SybylLVL,5	ABILITY:Sybil Class Feature|AUTOMATIC|Riddle ~ Koan|PREVARGTEQ:SybylLVL,7	ABILITY:Sybil Class Feature|AUTOMATIC|Riddle ~ Enigma|PREVARGTEQ:SybylLVL,8	ABILITY:Sybil Class Feature|AUTOMATIC|Riddle ~ Apocrypha|PREVARGTEQ:SybylLVL,10				SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 3rd level, a sybil begins to express her gift of prophecy. The riddle is a simple one. A correct answer earns the benefit of an Augury spell, with no chance of failure. An incorrect answer causes the questioner to take 1 point of temporary damage to an ability score of the sybil's choice. The sybil can use this ability once per day per class level (%1).|RiddleConundrumTimes	KEY:Sybil ~ Riddle ~ Conundrum				DEFINE:RiddleConundrumTimes|0					BONUS:VAR|RiddleConundrumTimes|RiddleLVL																	SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 5th level, a sybil's prophecy becomes more precise. The riddle is moderately challenging. A correct answer earns the benefit of a divination spell, with no chance of failure. An incorrect answer causes the questioner to take 2 points of temporary damage to an ability score of the sybil's choice. The sybil can use this ability once per day per class level (%1).|RiddleMysteryTimes	KEY:Sybil ~ Riddle ~ Mystery				DEFINE:RiddleMysteryTimes|0					BONUS:VAR|RiddleMysteryTimes|RiddleLVL																	SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 7th level, a sybil's prophecy is uncanny. The riddle is challenging. A correct answer earns the benefit of a Commune spell as cast by a cleric of the sybil's character level (the sybil contacts a powerful extraplanar being of like philosophical bent). An incorrect answer causes the questioner to take 2 points of temporary damage to each ability score. The sybil can use this ability once per day per two class levels round down (%1).|RiddleKoanTimes	KEY:Sybil ~ Riddle ~ Koan				DEFINE:RiddleKoanTimes|0					BONUS:VAR|RiddleKoanTimes|RiddleLVL/2																	SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 8th level, a sybil can supplement prophecy with preternatural knowledge. The riddle is difficult. A correct answer earns the benefit of a Legend Lore spell, but it requires only 1d4x10 rounds to gain an answer about a person or item at hand. Detailed information about a person, place, or thing requires 1d4x10 minutes to retrieve, while rumors require 1d10 days to garner details. An incorrect answer causes the questioner to take 2 points of temporary damage to each ability score, to a maximum of -8. Ability scores are not reduced below 1. The sybil can use this ability no more than three times per week (%1)|RiddleEnigmaTimes	KEY:Sybil ~ Riddle ~ Enigma				DEFINE:RiddleEnigmaTimes|0					BONUS:VAR|RiddleEnigmaTimes|3																	SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 10th level, a sybil's preternatural clarity is near infallible. The riddle is nearly impossible. A correct answer earns the benefit of a Discern Location spell, but the sybil need not have come into contact with the person or thing sought. An incorrect answer bestows 2d6 negative levels on the questioner. The sybil can use this ability once per week (%1).|RiddleApocryphaTimes	KEY:Sybil ~ Riddle ~ Apocrypha				DEFINE:RiddleApocryphaTimes|0					BONUS:VAR|RiddleApocryphaTimes|1																	SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 4th level, a sybil can use Lesser Geas once per day as a divine spell cast by a cleric of her class level (include any cleric levels).	KEY:Sybil ~ Lesser Geas				DEFINE:LesserGeasTimes|0					BONUS:VAR|LesserGeasTimes|1									SPELLS:Class|TIMES=LesserGeasTimes|CASTERLEVEL=SybilLVL+ClericLVL|Geas (Lesser)								SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.Extraordinary.Lore	VISIBLE:YES	DESC:At 4th level, a sybil gains access to a special lore check much like that of bards and loremasters, but she is restricted in how it can use this ability. She adds her insight score (see Divine Insight, above) to the die roll, which stacks with any levels in bard or loremaster, but on a failure she loses the benefit of her reclusive insight ability until she can spend another 24 hours in solitude.	KEY:Sybil ~ Mysterious Lore				DEFINE:MysteriousLore|0					BONUS:VAR|MysteriousLore|Insight+BardLVL+LoremasterLVL																	SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 6th level, a sybil can use Geas/Quest once per day as a divine spell cast by a cleric of her class level (include any cleric levels).	KEY:Sybil ~ Geas				DEFINE:GeasTimes|0					BONUS:VAR|GeasTimes|1									SPELLS:Class|TIMES=LesserGeasTimes|CASTERLEVEL=SybilLVL+ClericLVL|Geas/Quest								SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 9th level, a sybil can use Limited Wish once per year as a divine spell cast by a cleric of its class level (include any cleric levels).	KEY:Sybil ~ Limited Wish				DEFINE:LimitedWishTimes|0					BONUS:VAR|LimitedWishTimes|1									SPELLS:Class|TIMES=LimitedWishTimes|TIMEUNIT=Year|CASTERLEVEL=SybilLVL+ClericLVL|Limited Wish								SORTKEY:Class_Sybil	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A waverider can call a special aquatic mount to serve her. This may be a hippocampus (see sidebar), sea cat, shark, porpoise, elasmosaurus, or whale. This creature is stronger and more intelligent than others of its type. A waverider may have only one mount at a time. If the mount is slain, the waverider can call another one after a year and a day. See the Waverider Mount sidebar for more information.	KEY:Waverider ~ Waverider Mount				DEFINE:WaveriderMountClassLVL|0					BONUS:VAR|WaveriderMountLVL|TL	BONUS:VAR|WaveriderMountClassLVL|CL								ABILITY:Internal|AUTOMATIC|Waverider Mount (Base)								SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At each level, a waverider gains the indicated bonus on her attack roll with the designated weapon while mounted.	KEY:Waverider ~ Mounted Weapon Bonus	DESC:Trident +%1|MountedWeaponBonusTrident	DESC:Javelin/Harpoon +%1|MountedWeaponBonusJavelin		DEFINE:MountedWeaponBonusTrident|0	DEFINE:MountedWeaponBonusJavelin|0				BONUS:VAR|MountedWeaponBonusTrident|(WaveriderLVL+1)/2	BONUS:VAR|MountedWeaponBonusJavelin|WaveriderLVL/2																SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A waverider can use a trident to deal double damage when used from the back of a charging mount. The Spirited Charge feat can be used to increase the damage multiple to triple normal.	KEY:Waverider ~ Trident Charge																										SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd, 5th, 7th, and 9th level, a waverider gains the indicated bonus on Ride checks (+%1).|RideBonus	KEY:Waverider ~ Ride Bonus				DEFINE:RideBonus|0					BONUS:SKILL|Ride|RibeBonus	BONUS:VAR|RideBonus|max(2,((WaveriderLVL-1)/2)*2)																SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:On reaching 3rd level, a mounted waverider can make a leaping charge to attack opponents out of the water. The mount makes a Jump check using its own ranks in the skill or the waverider's, whichever is better, to make a 'running' high jump as part of a charge, with a maximum height distance of twice its length. If it contacts an opponent during the jump, the waverider gains the normal +2 bonus on her attack roll. At the end of the jump, waverider and mount are once again submerged and thus do not take the -2 penalty to Armor Class against opponents out of the water (those underwater are still able to take advantage of the waverider's being temporarily off balance). A waverider cannot use this ability in two consecutive rounds.	KEY:Waverider ~ Breach																										SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:On reaching 4th level, a waverider can dive at high speed as part of a charge when attacking opponents underwater. The mount makes a Jump check using its own ranks in the skill or the waverider's, whichever is better, to make a 'running' long jump as part of a charge, with a maximum distance of six times its length. If it contacts an opponent during the dive, the waverider gains a +4 bonus on her attack roll and increases the damage multiplier with her mounted weapon one more step (double to triple, triple to quadruple) but takes a -4 penalty to Armor Class for the next round. A waverider cannot use this ability in two consecutive rounds.	KEY:Waverider ~ Sound																										SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, a waverider is better able to use a crossbow, harpoon, javelin, trident, or shortspear while mounted. When making ranged attacks with any of these weapons while mounted, she takes only a -1 penalty on ranged attacks if the mount is making a double move, and -2 if the mount is running.	KEY:Waverider ~ Improved Mounted Archery																										SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 6th level, a waverider may attack as a standard action when its mount moves more than 5 feet rather than as a partial action.	KEY:Waverider ~ Full Mounted Attack																										SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:On reaching 7th level, a mounted waverider can make more effective charges against opponents out of the water, skimming over the surface like a flying fish. The mount makes a Jump check using its own ranks in the skill or the waverider's, whichever is better, to make a "running" long jump as part of a charge, with a maximum distance of four times its length, and a "running" high jump with a maximum vertical distance of twice its length. (Use the same roll to determine both height and length.) If it contacts an opponent during the jump, the waverider gains the normal +2 bonus on its attack roll. At the end of the jump, waverider and mount are once again submerged and thus do not take the -2 penalty to Armor Class against opponents out of the water (those underwater are still able to take advantage of the waverider's being temporarily off balance). A waverider cannot use this ability in two consecutive rounds.	KEY:Waverider ~ Skim																										SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 8th level, a waverider takes no penalties when making ranged attacks with a crossbow, harpoon, javelin, trident, or shortspear while mounted.	KEY:Waverider ~ Superior Mounted Archery																										SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:On reaching 9th level, a mounted waverider can maneuver very effectively out of the water. Rider and mount can move up to four times the mount's swim speed out of water and can make charges, including Ride-By Attacks if the waverider has this feat (normal charge rules apply). In addition, she can now use her breach, sound, and skim abilities in consecutive rounds.	KEY:Waverider ~ Wavedancing																										SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 10th level, a waverider can summon one or more water elementals once per day, as with a Planar Ally spell.	KEY:Waverider ~ Call of the Deeps																										SORTKEY:Class_Waverider	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist is proficient with all simple weapons and with shields. Otherwise, a cultist neither gains nor loses any weapon, armor, or shield proficiency by gaining levels in this class.	KEY:Yuan-Ti Cultist ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple|TYPE=ShieldProf								SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist continues training in magic. Thus, when a new yuan-ti cultist level is gained, the character gains new spells known and spells per day as if he had also gained a level in a divine spellcasting class he belonged to before he added the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of turning or rebuk-ing undead, metamagic or item creation feats, and so on). This essentially means that he adds the level of yuan-ti cultist to the level of some other spellcasting class the character has, then determines spells per day, spells known, and caster level accordingly.	KEY:Yuan-Ti Cultist ~ Spellcasting																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist enters the service of Merrshaulk and learns some of the secrets of the cult. He gains a +2 circumstance bonus on Diplomacy and Intimidate checks when dealing with yuan-ti not of the temple hierarchy and a +2 circumstance bonus on Knowledge (religion) checks dealing with the worship of Merrshaulk. In addition, the yuan-ti cultist learns the secret of brewing the dreadful mixture that transforms humans into tainted ones or broodguards (see Yuan-Ti in Chapter 10: Templates) The mixture requires the venom of a halfblood or pureblood yuan-ti as well as certain herbs and roots found only in tropical forests, whose raw materials cost is at least 50 gp. The DC to craft this mixture is 25; if the cultist has 5 or more ranks in Profession (herbalist), he gains a +2 synergy bonus on this check.	KEY:Yuan-Ti Cultist ~ Outer Circle																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist can spit his poison (if he has a poison attack) in a 10-foot cone.	KEY:Yuan-Ti Cultist ~ Spit Poison																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd level, a yuan-ti cultist gains access to the Suffering prestige domain. This allows the cultist access to a third domain's spells and immediately give him the domain's granted power, as set out in the accompanying sidebar.	KEY:Yuan-Ti Cultist ~ Suffering Prestige Domain																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 2nd level, a yuan-ti cultist gains the ability to transform inert pieces of wood, such as arrows, torches, or staffs, into snakes. Once per day, he can transform 1d4 sticks + 1 per class level (including cleric levels) within medium range (100 feet + 10 feet/ level). These cannot be enchanted items. Unattended items get no saving throw, while those in a creature's possession get a Will save. Sticks of 2 feet or less in length become Tiny vipers; those longer than 2 and shorter than 4 feet in length become Small snakes, while those longer than 4 and up to 6 feet long become Medium-size. Transforming a Large weapon, such as a longspear, or sticks of a like size into a Large viper counts as creating two snakes for each such item. Items of Huge or larger size cannot be so transformed. The effect's duration is 2 rounds per class level.	KEY:Yuan-Ti Cultist ~ Stick To Snakes				DEFINE:SticksToSnakesTimes|0					BONUS:VAR|SticksToSnakesTimes|1	BONUS:VAR|StickToSnakesLVL|YuanTiCultistLVL								SPELLS:Class|TIMES=SticksToSnakesTimes|CASTERLEVEL=StickToSnakesLVL|Yuan-Ti Cultist ~ Sticks to Snakes,12+CHA								SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, a yuan-ti cultist advances to the next rank in service to Merrshaulk. The circumstance bonus on Diplomacy and Intimidate checks when dealing with other yuan-ti and on Knowledge (religion) checks rises to +4.	KEY:Yuan-Ti Cultist ~ Third Circle																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:On ascending to 3rd level, the cultist undergoes ritual tattooing of snakes on his forearms or (if he does not possess arms) on legs, snakes, or tail as appropriate. Three times per day as a standard action, the cultist can launch these tattoos against opponents within medium range (100 feet + 10 feet/level). The snakes seek out their target(s) with unerring accuracy, hitting automatically. The target takes 2d6 points of damage from the impact and must succeed on a Fortitude saving throw (DC 10 + yuan-ti cultist's level + yuan-ti cultist's Con modifier) as the snakes' venom takes effect. Primary and secondary damage is 1d6 Constitution. On the following round the snakes fly back to the cultist. Before the spell can be cast again, the cultist must swallow the living snakes, which causes the tattoos to reappear on his arms. Swallowing the snakes is a standard action that causes the cultist no harm.	KEY:Yuan-Ti Cultist ~ Snake Darts				DEFINE:SnakeDartsTimes|0	BONUS:VAR|SnakeDartsLVL|0				BONUS:VAR|SnakeDartsTimes|3	BONUS:VAR|SnakeDartsLVL|YuanTiCultistLVL								SPELLS:Class|TIMES=SnakeDartsTimes|CASTERLEVEL=SnakeDartsLVL|Yuan-Ti Cultist ~ Snake Darts,10+YuanTiCultistLVL+CON								SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:[Not Implemented] At 4th level, a yuan-ti cultist's psionic ability becomes more focused. He adds +2 to the DC for all saving throws against his innate psionic powers.	KEY:Yuan-Ti Cultist ~ Psionic Focus																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 4th level, a yuan-ti cultist expands his inherent psionic ability and learns to focus it on the ceremonies of pain. At will as a full-round action, he can dance and chant in a sinuous sacrament to deal 3d6 points of damage to one living creature within 60 feet. A successful Will save DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Wis modifier (%1) halves the damage. This ability has no effect on beings that are immune to mind-affecting effects, such as oozes and plants.|ChantOfPainDC	KEY:Yuan-Ti Cultist ~ Chant of Pain				DEFINE:ChantOfPainDC|0					BONUS:VAR|ChantOfPainDC|10+YuanTiCultistLVL+WIS																	SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 5th level, a yuan-ti cultist advances to a senior rank in service within the cult. The circumstance bonus on Diplomacy and Intimidate checks when dealing with other yuan-ti and on Knowledge (religion) checks rises to +6.&nl;In addition, if the cultist is a halfblood, he undergoes a painful, night-long ritual that transforms him into a humanheaded abomination (abominations form the leadership within the temple hierarchy). If he is already an abomination but does not have a human head, this ceremony transforms him into that form. This ceremony requires the participation of at least six abominations of the Inner Circle. Finally, at this level the cultist learns the secret of transforming a tainted one into a pureblood yuan-ti. This involves brewing a more potent version of the infusion that transforms humans into tainted ones (Craft [alchemy] DC 30, raw materials cost 100 gp). In addition, at least three yuan-ti cultists of the Second Circle must preside over the ceremony, which lasts 1 hour. If the creature does not desire the transformation, he must succeed on a Fortitude save DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Con modifier (%1). On a failure, he lapses into a coma and dies within 1 hour unless revived with a Delay Poison or Neutralize Poison spell.|SecondCircleDC	KEY:Yuan-Ti Cultist ~ Second Circle				DEFINE:SecondCircleDC|0					BONUS:VAR|SecondCircleDC|10+YuanTiCultistLVL+CON																	SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:[Not Implemented] At 6th level, a yuan-ti cultist further refines his psionic abilities. He adds +4 to the DC for all saving throws against his innate psionic powers. This overlaps (does not stack with) the bonus granted by the psionic focus ability.	KEY:Yuan-Ti Cultist ~ Greater Psionic Focus																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 6th level, a yuan-ti cultist becomes a master of pain. %1 times per day as a full-round action, he can dance and chant to deal 9d6 points of damage to one living creature within 60 feet. A successful Will save DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Wis modifier (%2) halves the damage. This ability has no effect on beings that are immune to mind-affecting effects, such as oozes and plants.|ChantOfAgonyTimes|ChantOfPainDC	KEY:Yuan-Ti Cultist ~ Chant of Agony				DEFINE:ChantOfAgonyTimes|0	DEFINE:ChantOfAgonyDC|0				BONUS:VAR|ChantOfAgonyDC|10+YuanTiCultistLVL+WIS	BONUS:VAR|ChantOfAgonyTimes|3																SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
