SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net																																																																							
#MM2 aggiornato alla 3.5																																																																									
																																																																									
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells									
Dragon (Crystal Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Burrow,5,Swim,40	FACE:20	REACH:15			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|26		BONUS:STAT|CON|16	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Crystal Dragon:35	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:37		CR:21	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1							
Dragon (Crystal Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Burrow,5,Swim,40	FACE:20	REACH:15			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|28		BONUS:STAT|CON|16	BONUS:STAT|INT|12	BONUS:STAT|WIS|12	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Crystal Dragon:38	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:*		CR:23	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1							
#																																																															SOURCEPAGE:MM2										
Dragon (Emerald Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,40,Fly,100,Burrow,5,Swim,60	FACE:5	REACH:5			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|2		BONUS:STAT|CON|2	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4											MONSTERCLASS:Emerald Dragon:6	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:8	LEVELADJUSTMENT:4	CR:3	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|3							
Dragon (Emerald Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:5	REACH:5			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4											MONSTERCLASS:Emerald Dragon:9	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:11	LEVELADJUSTMENT:4	CR:5	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Emerald Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:5	REACH:5			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|6		BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Emerald Dragon:12	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:14	LEVELADJUSTMENT:6	CR:7	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Emerald Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:10	REACH:5			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Emerald Dragon:15	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:17		CR:9	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Emerald Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:10	REACH:5			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|12		BONUS:STAT|CON|8	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Emerald Dragon:18	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:20		CR:12	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Emerald Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:15	REACH:10			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|16		BONUS:STAT|CON|10	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Emerald Dragon:21	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:23		CR:15	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Emerald Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:15	REACH:10			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|18		BONUS:STAT|CON|10	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Emerald Dragon:24	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:26		CR:17	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Emerald Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:15	REACH:10			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|20		BONUS:STAT|CON|12	BONUS:STAT|INT|12	BONUS:STAT|WIS|12	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Emerald Dragon:27	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:29		CR:19	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Emerald Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:15	REACH:10			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|22		BONUS:STAT|CON|12	BONUS:STAT|INT|12	BONUS:STAT|WIS|12	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Emerald Dragon:30	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:32		CR:20	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Emerald Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Burrow,5,Swim,60	FACE:20	REACH:15			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|24		BONUS:STAT|CON|14	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|14						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Emerald Dragon:33	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:35		CR:22	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1							
Dragon (Emerald Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Burrow,5,Swim,60	FACE:20	REACH:15			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|26		BONUS:STAT|CON|16	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Emerald Dragon:36	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:38		CR:23	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1							
Dragon (Emerald Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Burrow,5,Swim,60	FACE:20	REACH:15			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|28		BONUS:STAT|CON|16	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Emerald Dragon:39	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Air			HITDICEADVANCEMENT:*		CR:25	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1							
#																																																															SOURCEPAGE:MM2										
Dragon (Sapphire Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:T	MOVE:Walk,40,Fly,100,Burrow,15,Swim,10	FACE:2.5	REACH:0			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|2		BONUS:STAT|CON|2	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d3											MONSTERCLASS:Sapphire Dragon:5	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:7	LEVELADJUSTMENT:2	CR:3	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|3							
Dragon (Sapphire Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,40,Fly,100,Burrow,15,Swim,10	FACE:5	REACH:5			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4											MONSTERCLASS:Sapphire Dragon:8	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:10	LEVELADJUSTMENT:3	CR:5	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|3							
Dragon (Sapphire Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Fly,150,Burrow,10,Swim,10	FACE:5	REACH:5			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|6		BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Sapphire Dragon:11	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:13	LEVELADJUSTMENT:4	CR:7	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Sapphire Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Fly,150,Burrow,10,Swim,10	FACE:5	REACH:5			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Sapphire Dragon:14	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:16	LEVELADJUSTMENT:4	CR:9	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Sapphire Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,150,Burrow,5,Swim,10	FACE:10	REACH:5			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|12		BONUS:STAT|CON|8	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Sapphire Dragon:17	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:19		CR:11	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Sapphire Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,150,Burrow,5,Swim,10	FACE:10	REACH:5			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|16		BONUS:STAT|CON|10	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Sapphire Dragon:20	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:22		CR:14	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Sapphire Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,10	FACE:15	REACH:10			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|18		BONUS:STAT|CON|10	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Sapphire Dragon:23	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:25		CR:16	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Sapphire Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,10	FACE:15	REACH:10			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|20		BONUS:STAT|CON|12	BONUS:STAT|INT|12	BONUS:STAT|WIS|12	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Sapphire Dragon:26	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:28		CR:19	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Sapphire Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,10	FACE:15	REACH:10			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|22		BONUS:STAT|CON|12	BONUS:STAT|INT|12	BONUS:STAT|WIS|12	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Sapphire Dragon:29	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:31		CR:20	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
