SOURCELONG:Gozzilioni Book of Exalted Deeds	SOURCESHORT:ExD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																														
																																	
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Fearsome Fury	CATEGORY:Special Ability	TYPE:ClassFeatures.ChamionOfGwyharwyfFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 4th level, a champion of Gwynharwyf can strike terror into the hearts of her foes while she rages. When she enters a rage, she makes an Intimidate check. Any enemy that comes within 30 feet of her while she is raging must make a Will save against a DC equal to her Intimidate check result. Those who fail become shaken for 1d4+1 rounds or the duration of the rage, whichever is longer.	KEY:Champion of Gwynharwyf ~ Fearsome Fury																										SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:ExD	
Energy Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.ChamionOfGwyharwyfFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 5th level, a champion of Gwynharwyf grows closer to her eladrin patrons, gaining acid, cold, and electricity resistance 5. This resistance increases to 10 at 10th level.	KEY:Champion of Gwynharwyf ~ Energy Resistance				DEFINE:ChampionOfGwynharwyfResistanceBonus|0					BONUS:VAR|AcidResistanceBonus|ChampionOfGwynharwyfResistanceBonus	BONUS:VAR|ColdResistanceBonus|ChampionOfGwynharwyfResistanceBonus	BONUS:VAR|ElectricityResistanceBonus|ChampionOfGwynharwyfResistanceBonus	BONUS:VAR|ChampionOfGwynharwyfResistanceBonus|5	BONUS:VAR|ChampionOfGwynharwyfResistanceBonus|5|PREVARGTEQ:ChampionOfGwynharwyfLVL,10					ABILITY:Special Ability|AUTOMATIC|Resistance To Acid|Resistance To Cold|Resistance To Electricity								SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:ExD	
Immune to Charm and Compulsion	CATEGORY:Special Ability	TYPE:ClassFeatures.ChamionOfGwyharwyfFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 7th-level champion of Gwynharwyf is completely immune to charm and compulsion spells.	KEY:Champion of Gwynharwyf ~ Immune to Charm and Compulsion																		ABILITY:Special Ability|AUTOMATIC|Immunity to Charm|Immunity to Compulsion								SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielFeatures.SpecialQuality	VISIBLE:YES	DESC:Defenders of Sealtiel gain no proficiency with any weapon or armor.	KEY:Defender of Sealtiel ~ Weapon and Armor Proficiency																										SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:ExD	
Defensive Stance	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When he needs to, a defender of Sealtiel can become a stalwart bastion of defense. In this defensive stance, a defender gains phenomenal strength and durability, but he cannot move from the spot he is defending. He gains +2 to Strength, +4 to Constitution, a +2 resistance bonus on all saves, and a +4 dodge bonus to AC. The increase in Constitution increases the defender of Sealtiel's hit points by 2 points per level, but these hit points go away at the end of the defensive stance when the Constitution score drops back 4 points. These extra hit points are not lost first the way temporary hit points are. While in a defensive stance, a defender cannot use skills or abilities that would require him to shift his position, such as Move Silently or Jump. A defensive stance lasts for a number of rounds equal to 3 + the character's (newly improved) Constitution modifier. A defender may end his defensive stance voluntarily prior to this limit. At the end of the defensive stance, the defender is winded and takes a -2 penalty to Strength for the duration of that encounter. A defender can only use his defensive stance a certain number of times per day as determined by his level. Using the defensive stance takes no time itself, but a defender can only do so during his action. (A defender can't, for example, use the stance when struck down by an arrow in order to get the extra hit points from the increased Constitution.)	KEY:Defender of Sealtiel ~ Defensive Stance	DESC:%1 times/day (%2 rounds)|DefensiveStanceTimes|DefensiveStanceDuration|PREVARGTEQ:DefensiveStanceTimes,1			DEFINE:DefensiveStanceTimes|0	DEFINE:DefensiveStanceDuration|0				BONUS:VAR|DefensiveStanceDuration|3+CON	BONUS:VAR|DefensiveStanceTimes|(DefenderOfSealtielLVL+1)/2								TEMPBONUS:PC|SAVE|ALL|2|TYPE=Resistance	TEMPBONUS:PC|COMBAT|AC|4|TYPE=Dodge	TEMPBONUS:PC|STAT|STR|2	TEMPBONUS:PC|STAT|CON|4					SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:ExD	
Shield of Faith	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A defender of Sealtiel can use shield of faith, as the spell, three times per day. His effective caster level is his defender level.	KEY:Defender of Sealtiel ~ Shield of Faith				DEFINE:ShieldOfFaithTimes|0	DEFINE:ShieldOfFaithLVL|0				BONUS:VAR|ShieldOfFaithTimes|3	BONUS:VAR|ShieldOfFaithLVL|DefenderOfSealtielLVL								SPELLS:Class|TIMES=ShieldOfFaithTimes|CASTERLEVEL=ShieldOfFaithLVL|Shield of Faith,11+CHA								SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:ExD	
Magic Circle	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A defender of Sealtiel who is 2nd level or higher is constantly surrounded by an effect that duplicates the magic circle against evil spell as cast by a cleric of his defender level.	KEY:Defender of Sealtiel ~ Magic Circle																										SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:ExD	
Shield Other	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 2nd-level defender of Sealtiel can use shield other, as the spell, once per day. His effective caster level is his defender level.	KEY:Defender of Sealtiel ~ Shield Other				DEFINE:ShieldOtherTimes|0	DEFINE:ShieldOtherLVL|0				BONUS:VAR|ShieldOtherTimes|1	BONUS:VAR|ShieldOtherLVL|DefenderOfSealtielLVL								SPELLS:Class|TIMES=ShieldOtherTimes|CASTERLEVEL=ShieldOtherLVL|Shield Other,12+CHA								SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:ExD	
Blood of the Martyr	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 4th-level defender of Sealtiel can use blood of the martyr*, as the spell, once per day. His effective caster level is his defender level.	KEY:Defender of Sealtiel ~ Blood of the Martyr				DEFINE:BloodOfTheMartyrTimes|0	DEFINE:BloodOfTheMartyrLVL|0				BONUS:VAR|BloodOfTheMartyrTimes|1	BONUS:VAR|BloodOfTheMartyrLVL|DefenderOfSealtielLVL								SPELLS:Class|TIMES=BloodOfTheMartyrTimes|CASTERLEVEL=BloodOfTheMartyrLVL|Blood of the Martyr,14+CHA								SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:ExD	
Protective Aura	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 6th-level defender of Sealtiel can use protective aura, as the spell, once per day. The effect overlaps (does not stack with) his constant magic circle against evil. His effective caster level is his defender level. At 10th level, a defender can use this ability three times per day.	KEY:Defender of Sealtiel ~ Protective Aura				DEFINE:ProtectiveAuraTimes|0	DEFINE:ProtectiveAuraLVL|0				BONUS:VAR|ProtectiveAuraTimes|1	BONUS:VAR|ProtectiveAuraLVL|DefenderOfSealtielLVL	BONUS:VAR|ProtectiveAuraTimes|2|PREVARGTEQ:DefenderOfSealtielLVL,10								ABILITY:Special Ability|AUTOMATIC|Protective Aura							SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:ExD	
Glory of thye Martyr	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:An 8th-level defender of Sealtiel can use glory of the martyr*, as the spell, once per day. His effective caster level is his defender level.	KEY:Defender of Sealtiel ~ Glory of the Martyr				DEFINE:GloryOfTheMartyrTimes|0	DEFINE:GloryOfTheMartyrLVL|0				BONUS:VAR|GloryOfTheMartyrTimes|1	BONUS:VAR|GloryOfTheMartyrLVL|DefenderOfSealtielLVL								SPELLS:Class|TIMES=GloryOfTheMartyrTimes|CASTERLEVEL=GloryOfTheMartyrLVL|Glory of the Martyr,12+CHA								SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.EmissaryOfBarachielFeatures.SpecialQuality	VISIBLE:YES	DESC:Emissary of Barachiel gain no proficiency with any weapon or armor.	KEY:Emissary of Barachiel ~ Weapon and Armor Proficiency																										SORTKEY:Class_Emissary_Of_Barachiel	SOURCEPAGE:ExD	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.EmissaryOfBarachielFeatures.SpecialQuality	VISIBLE:YES	DESC:An emissary of Barachiel has the ability to cast a small number of divine spells. To cast an emissary of Barachiel spell, the emissary must have a Charisma score of at least 10 + the spell's level, so an emissary with a Charisma of 10 or lower cannot cast these spells. Emissary of Barachiel bonus spells are based on Charisma, and saving throws against these spells have a DC of 10 + spell level + the emissary's Charisma modifier. When the emissary gets 0 spells of a given level (for instance, 1st-level spells for a 1st-level emissary of Barachiel), he gets only the bonus spells he would be entitled to based on his Charisma score for that spell level. The emissary's spell list appears below. An emissary of Barachiel casts spells just as a bard does, except that his spells are divine and not arcane.	KEY:Emissary of Barachiel ~ Spells																										SORTKEY:Class_Emissary_Of_Barachiel	SOURCEPAGE:ExD	
Calling	CATEGORY:Special Ability	TYPE:ClassFeatures.EmissaryOfBarachielFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:An emissary of Barachiel's most fundamental ability is the power to issue a celestial call, stirring the conscience of those who hear it. An emissary can use this ability once per day per class level, spending a full-round action to issue the call. Humanoid creatures within 30 feet of the emissary are potentially affected. The emissary makes a Diplomacy check, and the result is the DC for affected creatures' Will saving throws. Creatures that fail their saves suffer effects that depend on their alignment, as tables indicate. Using any manifestation of the calling class ability requires the use of the Words of Creation and deals 3d4 points of nonlethal damage to the emissary. Calling is an Enchantment (Compulsion) [Language-Dependent, Mind-Affecting] effect.	KEY:Emissary of Barachiel ~ Calling				DEFINE:CallingTimes|0					BONUS:VAR|CallingTimes|EmissaryOfBarachielLVL																	SORTKEY:Class_Emissary_Of_Barachiel	SOURCEPAGE:ExD	
Convert	CATEGORY:Special Ability	TYPE:ClassFeatures.EmissaryOfBarachielFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 3rd-level emissary of Barachiel can use his calling ability to facilitate actual conversion of nongood humanoids. Doing so counts as a use of the calling class ability (see above) for the day, and the initial effects of the calling are the same-except that the emissary takes 5d4 points of nonlethal damage instead of 3d4. When the initial effects are over, however, all creatures that were subject to any effect of the calling (except lawful good creatures) must make another saving throw. Creatures who fail begin acting as though their alignment were one step closer to good. Lawful evil creatures act lawful neutral, neutral evil creatures act neutral, and chaotic evil creatures act chaotic neutral. Lawful neutral and neutral good creatures act lawful good. True neutral and chaotic good creatures act neutral good, and chaotic neutral creatures act chaotic good. Creatures affected by this temporary alignment shift can make new saving throws each day for a total of seven days. If the emissary is not present at the time a creature makes its save, it receives a +1 circumstance bonus on the saving throw, and this bonus increases by 1 for each additional saving throw for which the emissary is not present. During these seven days, an affected creature is immune to any other conversion effect, from the same emissary or a different one. During this time, the alignment shift can be reversed with a break enchantment spell, but the caster must succeed on a caster level check against a DC equal to the emissary's original Diplomacy check result. Also during this time, an atonement spell can make the alignment shift permanent, preventing the creature from making any additional saving throws. If a creature fails seven saving throws after the initial saving throw against the calling, the alignment change is permanent. At this point, the creature can change alignment again, either through another conversion effect, or voluntarily (in a gradual manner, as alignment change normally works-the creature cannot simply decide to be evil again).	KEY:Emissary of Barachiel ~ Convert																										SORTKEY:Class_Emissary_Of_Barachiel	SOURCEPAGE:ExD	
Sustenance	CATEGORY:Special Ability	TYPE:ClassFeatures.EmissaryOfBarachielFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 5th level, an emissary of Barachiel can help to keep good creatures good. As a use of his calling ability, he can produce one of the following effects:&nl;- Duplicate the effects of an atonement spell.&nl;- Reverse any magical alignment change (such as that produced by a helm of opposite alignment or a morality undone spell).&nl;- Dispel a charm or compulsion effect cast by an evil creature upon a good target, by making a dispel check (1d20 + character level against a DC of 11 + evil caster's level).&nl; These effects require the emissary of Barachiel to touch the target creature.	KEY:Emissary of Barachiel ~ Sustenance																										SORTKEY:Class_Emissary_Of_Barachiel	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures.SpecialQuality	VISIBLE:YES	DESC:Exalted arcanists gain no proficiency with any weapon or armor.	KEY:Exalted Arcanist ~ Weapon and Armor Proficiency																										SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures.SpecialQuality	VISIBLE:YES	DESC:At each exalted arcanist level after the first, the character gains new spells per day and spells known as if she had also gained a level in an arcane spellcasting class to which she belonged before adding the prestige class level. She does not, however, gain any other benefit a character of that class would have gained (bardic music abilities, improved familiar abilities, and so on), though she does retain the ability to exchange spells known with every even-numbered equivalent sorcerer or bard level. If the character had more than one arcane spellcasting class before becoming an exalted arcanist, she must decide to which class she adds each exalted arcanist level for the purpose of determining spells per day and spells Known.	KEY:Exalted Arcanist ~ Spells																										SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Exalted Arcanist	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures.SpecialQuality	VISIBLE:YES	DESC:An exalted arcanist gains access to spells that do not normally appear on arcane spellcasters' spell lists. The exalted arcanist's spell list additions appear below. At 1st level, an exalted arcanist adds the spells of up to 3rd level to her spell list, and each additional exalted arcanist level grants her access to two more spell levels on the spell list. She does not automatically know these spells, but can choose them as spells Known.	KEY:Exalted Arcanist ~ Exalted Arcanist																		ABILITY:Special Ability|AUTOMATIC|Exalted Arcanist ~ Exalted Arcanist ~ Tier 1|PREVARGTEQ:ExaltedArcanisLVL,1	ABILITY:Special Ability|AUTOMATIC|Exalted Arcanist ~ Exalted Arcanist ~ Tier 1|PREVARGTEQ:ExaltedArcanisLVL,2	ABILITY:Special Ability|AUTOMATIC|Exalted Arcanist ~ Exalted Arcanist ~ Tier 1|PREVARGTEQ:ExaltedArcanisLVL,3	ABILITY:Special Ability|AUTOMATIC|Exalted Arcanist ~ Exalted Arcanist ~ Tier 1|PREVARGTEQ:ExaltedArcanisLVL,4					SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Exalted Arcanist ~ Tier 1	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Arcanist ~ Tier 1																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=1|Bless,Vision of Heaven|SPELLCASTER.Arcane=2|Consecrate,Zone of Truth|SPELLCASTER.Arcane=3|Helping Hand,Searing Light								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Exalted Arcanist ~ Tier 2	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Arcanist ~ Tier 2																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=4|Aspect of the Deity (Lesser),Holy Smite,Planar Ally (Lesser),Sword of Conscience|SPELLCASTER.Arcane=5|Crown of Flame,Hallow,Heavenly Lightning,Mark of Justice								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Exalted Arcanist ~ Tier 3	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Arcanist ~ Tier 3																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=6|Aspect of the Deity,Bolt of Glory,Planar Ally|SPELLCASTER.Arcane=7|Heavenly Lightning Storm,Holy Word,Righteous Smite								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Exalted Arcanist ~ Tier 4	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Arcanist ~ Tier 4																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=8|Holy Aura,Planar Ally (Greater)|SPELLCASTER.Arcane=9|Aspect of the Deity (Greater)								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Spell Knowledge	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, an exalted arcanist learns two new arcane spells of any level up to the maximum spell level she can cast. These can be spells from her normal spell list or from the exalted spell list that appears below. She does not gain any extra spell slots at this level.	KEY:Exalted Arcanist ~ Spell Knowledge									BONUS:ABILITYPOOL|Spell Knowledge Choice|1																	SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Faster Consecrate	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, an exalted arcanist can spontaneously cast spells with the Consecrate Spell feat without extending the spells' casting time.	KEY:Exalted Arcanist ~ Faster Consecrate																		ADDSPELLLEVEL:0								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Bonus Exalted Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, and again at 5th level, an exalted arcanist gains a bonus feat. This feat must be chosen from the exalted feats that appear in Chapter 4.	KEY:Exalted Arcanist ~ Bonus Exalted Feat									BONUS:ABILITYPOOL|Exalted Feat|(ExaltedArcanistLVL-1)/2																	SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Faster Purify	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, an exalted arcanist can spontaneously cast spells with the Purify Spell feat without extending the spells' casting time.	KEY:Exalted Arcanist ~ Faster Purify																		ADDSPELLLEVEL:0								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Sanctified Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistFeatures.SpecialQuality	VISIBLE:YES	DESC:A 5th-level exalted arcanist can use sanctified spells as though they were among her spells known.	KEY:Exalted Arcanist ~ Sanctified Spell																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=1|Divine Inspiration ~ Sanctified,Storm of Shards ~ Sanctified,Twilight Luck ~ Sanctified|SPELLCASTER.Arcane=2|Ayalla's Radiant Burst ~ Sanctified,Luminous Armor ~ Sanctified|SPELLCASTER.Arcane=3|Brilliant Emanation ~ Sanctified,Celestial Aspect ~ Sanctified,Hammer of Righteousness ~ Sanctified,Path of the Exalted ~ Sanctified,Phieran's Resolve ~ Sanctified,Telepathy Tap ~ Sanctified|SPELLCASTER.Arcane=4|Diamond Spray ~ Sanctified,Luminous Armor (Greater) ~ Sanctified,Sunmantle ~ Sanctified|SPELLCASTER.Arcane=5|Curtain of Light ~ Sanctified,Inquisition ~ Sanctified,Sicken Evil ~ Sanctified|SPELLCASTER.Arcane=6|Exalted Raiment ~ Sanctified,Valiant Steed ~ Sanctified|SPELLCASTER.Arcane=7|Channel Celestial ~ Sanctified,Constricting Chains ~ Sanctified,Cry of Ysgard ~ Sanctified,Phoenix Fire ~ Sanctified,Rain of Embers ~ Sanctified|SPELLCASTER.Arcane=8|Dragon Cloud ~ Sanctified,Restore Soul's Treasure ~ Sanctified|SPELLCASTER.Arcane=9|Armageddon ~ Sanctified,Channel Celestial (Greater) ~ Sanctified,Exalted Fury ~ Sanctified,Sanctify the Wicked ~ Sanctified								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.FistOfRazielFeatures.SpecialQuality	VISIBLE:YES	DESC:A fist of Raziel is proficient with all simple and martial weapons, all types of armor, and shields (except tower shields).	KEY:Fist of Raziel ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProfHeavy						SORTKEY:Class_Fist_Of_Raziel	SOURCEPAGE:ExD	
Magic Circle	CATEGORY:Special Ability	TYPE:ClassFeatures.FistOfRazielFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 1st-level fist of Raziel is constantly surrounded by a magic circle against evil effect, as the spell cast by a cleric of the fist's character level.	KEY:Fist of Raziel ~ Magic Circle																										SORTKEY:Class_Fist_Of_Raziel	SOURCEPAGE:ExD	
Smite Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.FistOfRazielFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day, a fist of Raziel may attempt to smite evil with one normal melee attack. She adds her Charisma bonus to her attack roll and deals 1 extra point of damage per class level. If she accidentally smites a creature that is not evil, the smite has no effect but it is still used up for that day. She can use this ability more times per day as she advances in level, as shown on Table 5-10.	KEY:Fist of Raziel ~ Smite Evil	DESC:At 1st level, whenever a fist of Raziel smites evil, her weapon is considered good-aligned for purposes of overcoming damage reduction, as if she had the Exalted Smite feat.|PREVARGTEQ:FirstOfRazielLVL,1	DESC:At 3rd level, whenever a fist of Raziel smites evil, all critical rolls are automatically successful (so every threat is a critical hit). This works even if the weapon has a magical effect related to critical hits, unlike the similar effect of the bless weapon spell.|PREVARGTEQ:FistOfRazielLVL,3	DESC:At 5th level, whenever a fist of Raziel smites evil, her weapon is considered holy, dealing an extra 2d6 points of damage against evil creatures. This additional damage stacks with the extra damage she deals from the smite. However, it does not stack with the benefit of the Sanctify Martial Strike feat or with the extra damage dealt by a weapon with the holy weapon property.|PREVARGTEQ:FistOfRazielLVL,5	DESC:At 7th level, whenever a fist of Raziel smites evil, her weapon deals an extra 2d8 points of damage against evil outsiders and evil undead, instead of the +2d6 normally dealt by a holy weapon. If she also has the Exalted Smite feat, this damage is still doubled.|PREVARGTEQ:FistOfRazielLVL,7	DESC:At 9th level, whenever a fist of Raziel smites evil, bolts of holy power erupt from the target creature and strike up to 5 additional evil targets within 30 feet, chosen by the fist of Raziel. Targets take 2d6 points of damage, or 2d8 if they are evil outsiders or evil undead. A successful Reflex save %1 (DC 15 + the fist of Raziel's Cha modifier) reduces the damage by half.|SmiteEvilDC|PREVARGTEQ:FistOfRazielLVL,9	DEFINE:SmiteEvilDC|0			BONUS:VAR|SmiteEvilToHit|max(0,CHA)	BONUS:VAR|SmiteEvilDamage|FistOfRazielLVL	BONUS:VAR|SmiteEvil|(FistOfRazielLVL+1)/2	BONUS:VAR|SmiteEvilDC|15+CHA						ABILITY:Special Ability|AUTOMATIC|Smite Evil								SORTKEY:Class_Fist_Of_Raziel	SOURCEPAGE:ExD	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.FistOfRazielFeatures.SpecialQuality	VISIBLE:YES	DESC:Starting at 2nd level, and at each level thereafter, a fist of Raziel gains new spells per day as if she had also gained a level in a divine spellcasting class to which she belonged before adding the prestige class level. She does not, however, gain any other benefit a character of that class would have gained (improved chance of turning or destroying undead, improved special mount, and so on). If the character had more than one divine spellcasting class before becoming a fist of Raziel, she must decide to which class she adds each fist of Raziel level for the purpose of determining spells per day.	KEY:Fist of Raziel ~ Spells per Day																										SORTKEY:Class_Fist_Of_Raziel	SOURCEPAGE:ExD	
Sanctify Martial Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.FistOfRazielFeatures.SpecialQuality	VISIBLE:YES	DESC:At 4th level, a fist of Raziel gains the Sanctify Martial Strike feat as a bonus feat.	KEY:Fist of Raziel ~ Sanctify Martial Strike																		ABILITY:FEAT|AUTOMATIC|Sanctify Martial Strike								SORTKEY:Class_Fist_Of_Raziel	SOURCEPAGE:ExD	
Sunder Evil Item	CATEGORY:Special Ability	TYPE:ClassFeatures.FistOfRazielFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 6th level, whenever a fist of Raziel attacks an object that is evil (such as an unholy sword or a darkskull) or an evil construct (such as a retriever), she deals double damage. This does not stack with the benefits of the Great Sunder feat.	KEY:Fist of Raziel ~ Sunder Evil Item																										SORTKEY:Class_Fist_Of_Raziel	SOURCEPAGE:ExD	
Holy Martial Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.FistOfRazielFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Any weapon that a 10th-level fist of Raziel wields is treated as a holy weapon, dealing an extra 2d6 points of damage to evil creatures, even when she is not smiting evil. This additional damage does not stack with the benefit of the Sanctify Martial Strike feat or with the extra damage dealt by a weapon with the holy weapon property.	KEY:Fist of Raziel ~ Holy Martial Strike																										SORTKEY:Class_Fist_Of_Raziel	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfPistisSophiaFeatures.SpecialQuality	VISIBLE:YES	DESC:Initiates of Pistis Sophia gain no proficiency with any weapon or armor. They suffer the same penalties for wearing armor that monks do.	KEY:Initiate of Pistis Sophia ~ Weapon and Armor Proficiency																										SORTKEY:Class_Initiate_Of_Pistis_Sophia	SOURCEPAGE:ExD	
Fist of the Heavens	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfPistisSophiaFeatures.SpecialQuality	VISIBLE:YES	DESC:A 1st-level initiate of Pistis Sophia gains the Fist of the Heavens feat as a bonus feat, even if she does not have the prerequisite Wisdom score.	KEY:Initiate of Pistis Sophia ~ Fist of the Heavens																		ABILITY:FEAT|AUTOMATIC|Fist of the Heavens								SORTKEY:Class_Initiate_Of_Pistis_Sophia	SOURCEPAGE:ExD	
Monk Abilities	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfPistisSophiaFeatures.SpecialQuality	VISIBLE:YES	DESC:An initiate of Pistis Sophia adds her initiate levels to her monk levels to determine her AC bonus, her unarmed strike damage, the penalty she takes when using a flurry of blows, her speed, and her ki strike. She does not gain any other benefits of advancing monk levels, however.	KEY:Initiate of Pistis Sophia ~ Monk Abilities									BONUS:VAR|MonkACLVL|InitiateOfPistisSophiaLVL	BONUS:UDAM|CLASS.Monk|InitiateOfPistisSophiaLVL	BONUS:VAR|FlurryPenaltyLVL|InitiateOfPistisSophiaLVL	BONUS:VAR|MonkMoveLVL|InitiateOfPistisSophiaLVL	BONUS:VAR|KiStrikeLVL|InitiateOfPistisSophiaLVL													SORTKEY:Class_Initiate_Of_Pistis_Sophia	SOURCEPAGE:ExD	
Detect Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfPistisSophiaFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At will, an initiate of Pistis Sophia of 2nd level or higher can use Detect Evil, as the spell.	KEY:Initiate of Pistis Sophia ~ Detect Evil				DEFINE:DetectEvilLVL|0					BONUS:VAR|DetectEvilLVL|InitiateOfPistisSophiaLVL									SPELLS:Class|TIMES=ATWILL|CASTERLEVEL=DetectEvilLVL|Detect Evil,11+CHA								SORTKEY:Class_Initiate_Of_Pistis_Sophia	SOURCEPAGE:ExD	
