SOURCELONG:Gozzilioni	SOURCESHORT:G	SOURCEWEB:http://www.gozzilioni.net																																																																						
#Monster Mayhem	http://www.wizards.com/default.asp?x=dnd/mm/20031226a																																																																							
																																																																								
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells								
Dragon (Mercury Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,250	FACE:20	REACH:15			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|26	BONUS:STAT|DEX|8	BONUS:STAT|CON|16	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:36	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:*		CR:21	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 12							BONUS:VAR|Maneuverability|1
Dragon (Steel Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,60,Fly,150,Swim,30	FACE:5	REACH:5				AUTO:LANG|Draconic										BONUS:STAT|CON|2									AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:4	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:6		CR:2	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 01							BONUS:VAR|Maneuverability|3
Dragon (Steel Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,60,Fly,150,Swim,30	FACE:5	REACH:5				AUTO:LANG|Draconic								BONUS:STAT|STR|2		BONUS:STAT|CON|2	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:7	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:9		CR:4	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 02							BONUS:VAR|Maneuverability|3
Dragon (Steel Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,200,Swim,30	FACE:5	REACH:5				AUTO:LANG|Draconic								BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:10	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:12		CR:4	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 03							BONUS:VAR|Maneuverability|2
Dragon (Steel Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,200,Swim,30	FACE:5	REACH:5				AUTO:LANG|Draconic								BONUS:STAT|STR|6		BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:13	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:15		CR:5	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 04							BONUS:VAR|Maneuverability|2
Dragon (Steel Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,200,Swim,30	FACE:5	REACH:5				AUTO:LANG|Draconic								BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:16	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:18		CR:7	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 05							BONUS:VAR|Maneuverability|2
Dragon (Steel Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,200,Swim,30	FACE:10	REACH:10				AUTO:LANG|Draconic								BONUS:STAT|STR|10		BONUS:STAT|CON|6	BONUS:STAT|INT|10	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:19	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:21		CR:8	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 06							BONUS:VAR|Maneuverability|2
Dragon (Steel Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,200,Swim,30	FACE:10	REACH:10				AUTO:LANG|Draconic								BONUS:STAT|STR|12		BONUS:STAT|CON|8	BONUS:STAT|INT|10	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:22	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:24		CR:11	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 07							BONUS:VAR|Maneuverability|2
Dragon (Steel Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,200,Swim,30	FACE:10	REACH:10				AUTO:LANG|Draconic								BONUS:STAT|STR|14		BONUS:STAT|CON|8	BONUS:STAT|INT|12	BONUS:STAT|WIS|10	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:25	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:27		CR:12	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 08							BONUS:VAR|Maneuverability|2
Dragon (Steel Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,200,Swim,30	FACE:15	REACH:10				AUTO:LANG|Draconic								BONUS:STAT|STR|16		BONUS:STAT|CON|10	BONUS:STAT|INT|12	BONUS:STAT|WIS|12	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:28	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:30		CR:13	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 09							BONUS:VAR|Maneuverability|2
Dragon (Steel Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,200,Swim,30	FACE:15	REACH:10				AUTO:LANG|Draconic								BONUS:STAT|STR|18		BONUS:STAT|CON|12	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:31	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:33		CR:18	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 10							BONUS:VAR|Maneuverability|2
Dragon (Steel Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,250,Swim,30	FACE:15	REACH:10				AUTO:LANG|Draconic								BONUS:STAT|STR|20		BONUS:STAT|CON|14	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:34	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:36		CR:19	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 11							BONUS:VAR|Maneuverability|2
Dragon (Steel Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,250,Swim,30	FACE:15	REACH:10				AUTO:LANG|Draconic								BONUS:STAT|STR|22		BONUS:STAT|CON|16	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|14						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Steel Dragon:37	RACETYPE:Dragon	RACESUBTYPE:Air	TYPE:Dragon					HITDICEADVANCEMENT:*		CR:21	SOURCEPAGE:MMay		SORTKEY:Dragon Steel 12							BONUS:VAR|Maneuverability|2
