SOURCELONG:Forgotten Realm Campaing Setting	SOURCESHORT:FRCS	SOURCEWEB:http://www.gozzilioni.net						
Garl Glittergold FR	ALIGN:LG	DEITYWEAP:Battleaxe	DESC:Garl Glittergold (M)	DOMAINS:Craft,Gnome,Good,Law,Protection,Trickery|PREALIGN:LG,LN,NG	TYPE:Greater	PANTHEON:Gnome	SOURCEPAGE:FRCS	
Segojan Earthcaller	ALIGN:NG	DEITYWEAP:Mace (Heavy)	DESC:Segojan Earthcaller ()	DOMAINS:Cavern,Earth,Gnome,Good|PREALIGN:LG,NG,TN,CG	TYPE:Intermediate	PANTHEON:Gnome	SOURCEPAGE:FRCS	
Urdlen	ALIGN:CE	DEITYWEAP:Claw Bracer	DESC:Urdlen ()	DOMAINS:Chaos,Earth,Evil,Gnome,Hatred|PREALIGN:NE,CN,CE	TYPE:Intermediate	PANTHEON:Gnome	SOURCEPAGE:FRCS	
#								
Arvoreen	ALIGN:LG	DEITYWEAP:Sword (Short)	DESC:Arvoreen ()	DOMAINS:Good,Halfling,Law,Protection,War|PREALIGN:LG,LN,NG	TYPE:Intermediate	PANTHEON:Halfling	SOURCEPAGE:FRCS	
Brandobaris	ALIGN:TN	DEITYWEAP:Dagger	DESC:Brandobaris ()	DOMAINS:Halfling,Luck,Travel,Trickery|PREALIGN:LN,NG,TN,NE,CN	TYPE:Lesser	PANTHEON:Halfling	SOURCEPAGE:FRCS	
Cyrrollalee	ALIGN:LG	DEITYWEAP:Quarterstaff|Club	DESC:Cyrrollalee ()	DOMAINS:Family,Good,Halfling,Law|PREALIGN:LG,LN,NG	TYPE:Intermediate	PANTHEON:Halfling	SOURCEPAGE:FRCS	
Sheela Peryroyl	ALIGN:TN	DEITYWEAP:Sickle	DESC:Sheela Peryroyl ()	DOMAINS:Air,Charm FR,Halfling,Plant|PREALIGN:LN,NG,TN,NE,CN	TYPE:Intermediate	PANTHEON:Halfling	SOURCEPAGE:FRCS	
Urogalan	ALIGN:LN	DEITYWEAP:Flail (Double Headed)	DESC:Urogalan ()	DOMAINS:Earth,Halfling,Law,Protection,Repose FR|PREALIGN:LG,LN,LE,TN	TYPE:Demigod	PANTHEON:Halfling	SOURCEPAGE:FRCS	
Yondalla FR	ALIGN:LG	DEITYWEAP:Sword (Short)	DESC:Yondalla (F)	DOMAINS:Family,Good,Halfling,Law,Protection|PREALIGN:LG,LN,NG	TYPE:Greater	PANTHEON:Halfling	SOURCEPAGE:FRCS	
#								
Baghtru	ALIGN:CE	DEITYWEAP:Gauntlet (Spiked)	DESC:Baghtru ()	DOMAINS:Chaos,Evil,Orc,Strength FR|PREALIGN:NE,CN,CE	TYPE:Lesser	PANTHEON:Orc	SOURCEPAGE:FRCS	
Gruumsh FR	ALIGN:CE	DEITYWEAP:Longspear|Shortspear	DESC:Gruumsh (M)	DOMAINS:Cavern,Chaos,Evil,Hatred,Orc,Strength FR,War|PREALIGN:NE,CN,CE	TYPE:Greater	PANTHEON:Orc	SOURCEPAGE:FRCS	
Ilneval	ALIGN:CE	DEITYWEAP:Longsword	DESC:Ilneval ()	DOMAINS:Destruction,Evil,Orc,Planning FR,War|PREALIGN:LE,TN,NE,CE	TYPE:Lesser	PANTHEON:Orc	SOURCEPAGE:FRCS	
Luthic	ALIGN:NE	DEITYWEAP:Claw Bracer	DESC:Luthic ()	DOMAINS:Cavern,Earth,Evil,Family,Healing,Orc|PREALIGN:LE,TN,NE,CE	TYPE:Lesser	PANTHEON:Orc	SOURCEPAGE:FRCS	
Shargaas	ALIGN:CE	DEITYWEAP:Sword (Short)	DESC:Shargaas ()	DOMAINS:Chaos,Darkness FR,Evil,Orc,Trickery|PREALIGN:NE,CN,CE	TYPE:Lesser	PANTHEON:Orc	SOURCEPAGE:FRCS	
Yurtrus	ALIGN:NE	DEITYWEAP:Unarmed Strike	DESC:Yurtrus ()	DOMAINS:Death,Destruction,Evil,Orc,Suffering|PREALIGN:LE,TN,NE,CE	TYPE:Lesser	PANTHEON:Orc	SOURCEPAGE:FRCS	
