SOURCELONG:Monster Manual	SOURCESHORT:MM	SOURCEWEB:http://www.gozzilioni.net																														
																																
###Block: Proficiencies																																
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Race Traits ~ Death Slaad	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Death Slaad ~ Stun|Death Slaad ~ Spell-Like Abilities|Gray Slaad ~ Summon Slaad|Fast Healing|Death Slaad ~ Change Shape|Telepathy											BONUS:VAR|FastHealing|5	BONUS:VAR|TelepathyRange|100																	
Stun	CATEGORY:Special Ability	TYPE:DeathSlaadRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:%1/day (Fort DC %2 negates or stunned for 1 round)|StunTimes|StunDC	KEY:Death Slaad ~ Stun				DEFINE:StunTimes|0	DEFINE:StunDC|0				BONUS:VAR|StunTimes|3	BONUS:VAR|StunDC|DefaulDCWis	BONUS:VAR|StunDC|2|PREFEAT:1,Ability Focus(Stun)							ABILITY:Ability Focus|AUTOMATIC|Stun									
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:DeathSlaadRaceTrait.SpecialAttack	VISIBLE:YES		KEY:Death Slaad ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=15|Animate Objects|Chaos Hammer,14+CHA|Deeper Darkness|Detect Magic|Dispel Law,15+CHA|Fear,14+CHA|Finger of Death,17+CHA|Fireball,13+CHA|Fly|Identify|Invisibility|Magic Circle against Law|See Invisibility|Shatter,12+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=15|Circle of Death,16+CHA|Cloak of Chaos,18+CHA|Word of Chaos,17+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Implosion,19+CHA|Power Word Blind							SOURCEPAGE:MM
Summon Slaad	CATEGORY:Special Ability	TYPE:DeathSlaadRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:2/day summon 1-2 red slaad or blue slaad 60%% or 1-2 green slaad 40%%.	KEY:Death Slaad ~ Summon Slaad																											SOURCEPAGE:MM
Change Shape	CATEGORY:Special Ability	TYPE:DeathSlaadRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A Death Slaad can assume any humanoid form.	KEY:Death Slaad ~ Change Shape																											SOURCEPAGE:MM
																																
CATEGORY=Internal|Race Traits ~ Spider Eater.MOD	ABILITY:Special Ability|AUTOMATIC|Spider Eater ~ Training																															
Training	CATEGORY:Special Ability	TYPE:SpiderEaterRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training DC 25 Handle Animal check. Require an exotic saddle. Professional trainers charge 3000 gp to rear or train.	KEY:Spider Eater ~ Training																											SOURCEPAGE:MM
																																
Race Traits ~ Umber Hulk	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Terran	ABILITY:Special Ability|AUTOMATIC|Umber Hulk ~ Confusing Gaze										BONUS:VAR|TremorsenseRange|60|TYPE=Base																		
Confusing Gaze	CATEGORY:Special Ability	TYPE:UmberHulkRaceTrait.SpecialAttack.Supernatural.Gaze	VISIBLE:YES	DESC:Confusion as spell (caster level 8th), 30-feet radius. Will DC %1 negates.|ConfusingGazeDC	KEY:Umber Hulk ~ Confusing Gaze				DEFINE:ConfusingGazeDC|0					BONUS:VAR|ConfusingGazeDC|DefaultDCCha	BONUS:VAR|ConfusingGazeDC|2|PREFEAT:1,Ability Focus(Confusing Gaze)								ABILITY:Ability Focus|AUTOMATIC|Confusing Gaze									SOURCEPAGE:MM
																																
Race Traits ~ Yuan-Ti Halfblood	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Yuan-Ti Halfblood ~ Poison|Yuan-Ti Halfblood ~ Produce Acid|Yuan-Ti Halfblood ~ Spell-Like Abilities|Yuan-Ti Halfblood ~ Chameleon Power|Yuan-Ti Halfblood ~ Variants																													
Poison	CATEGORY:Special Ability	TYPE:YuanTiHalfbloodRaceTrait.SpecialAttack.Extraodinary	VISIBLE:YES	DESC:Injury, Fort DC %1, initial and secondary damage 1d6 Con.|PoisonDC	KEY:Yuan-Ti Halfblood ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREFEAT:1,Ability Focus(Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM
Produce Acid	CATEGORY:Special Ability	TYPE:YuanTiHalfbloodRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:a Yuan-Ti Half Blood has the psionic poiwer to exude acid from its body, dealind 3d6 acid damage to the next creature it touches, including a creature hit by its bite attack.	KEY:Yuan-Ti Halfblood ~ Produce Acid																											SOURCEPAGE:MM
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:YuanTiHalfbloodRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Yuan-Ti Halfblood ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=3|CASTERLEVEL=8|Animal Trance,12+CHA|Cause Fear,11+CHA|Entangle,11+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=8|Deeper Darkness|Neutralize Poison,14+CHA|Suggestion,13+CHA								SOURCEPAGE:MM
Chameleon Power	CATEGORY:Special Ability	TYPE:YuanTiHalfbloodRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A Yuan-Ti Half Blood can psionically change the coloration of itself and its equipment to match its surroundings, granting +10 circumstance bonus on hide checks.	KEY:Yuan-Ti Halfblood ~ Chameleon Power									BONUS:SKILL|Hide|10|TYPE=Circumstance																		SOURCEPAGE:MM
Variants	CATEGORY:Special Ability	TYPE:YuanTiHalfbloodRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Common|PREABILITY:1,CATEGORY=Special Ability,Yuan-Ti Halfblood ~ Common	KEY:Yuan-Ti Halfblood ~ Variants	DESC:Human head, arms are snakes.|PREABILITY:1,CATEGORY=Special Ability,Yuan-Ti Halfblood ~ Snake Arms	DESC:Snake tails in addition to human legs.|PREABILITY:1,CATEGORY=Special Ability,Yuan-Ti Halfblood ~ Snake Tail	DESC:Snake tails instead of human legs.|PREABILITY:1,CATEGORY=Special Ability,Yuan-Ti Halfblood ~ Half Snake						BONUS:ABILITYPOOL|Yuan-Ti Halfblood Variant|1																		SOURCEPAGE:MM
Constrict	CATEGORY:Special Ability	TYPE:YuanTiHalfbloodRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An Yuan-Ti Half Blood deals 1d6+6 points of damage with a successful grapple check.	KEY:Yuan-Ti Halfblood ~ Constrict																											SOURCEPAGE:MM
																																
Race Traits ~ Yuan-Ti Abomination	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Yuan-Ti Abomination ~ Aversion|Yuan-Ti Abomination ~ Constrict|Yuan-Ti Abomination ~ Improved Grab|Yuan-Ti Abomination ~ Poison|Yuan-Ti Abomination ~ Produce Acid|Yuan-Ti Abomination ~ Spell-Like Abilities|Yuan-Ti Abomination ~ Chameleon Power|Scent|Yuan-Ti Abomination ~ Skills																													
Aversion	CATEGORY:Special Ability	TYPE:YuanTiAbomination.SpecialAttack.SpellLike	VISIBLE:YES	DESC:A Yuan-Ti Abomination can psionically create a compulsion effect targeting one creature within 30 feet. The target must succed on a Will DC %1 save or gain an aversion for snakes for 10 minutes.|DefaultDCCon	KEY:Yuan-Ti Abomination ~ Aversion																											SOURCEPAGE:MM
Constrict	CATEGORY:Special Ability	TYPE:YuanTiAbomination.SpecialAttack.Extraodinary	VISIBLE:YES	DESC:An Yuan-Ti Abomination deals 1d6+6 points of damage with a successful grapple check.	KEY:Yuan-Ti Abomination ~ Constrict																											SOURCEPAGE:MM
Improved Grab	CATEGORY:Special Ability	TYPE:YuanTiAbomination.SpecialAttack.Extraodinary	VISIBLE:YES	DESC:To use this ability, an Yuan-Ti Abomination must hit a Large or smaller creature with its bite attack. It can then attempt to start a grapple as a free action without provoking an attack of opportunity. If it wins the grapple check, it establishes a hold and can constrict.	KEY:Yuan-Ti Abomination ~ Improved Grab																											SOURCEPAGE:MM
Poison	CATEGORY:Special Ability	TYPE:YuanTiAbomination.SpecialAttack.Extraodinary	VISIBLE:YES	DESC:Injury, Fort DC %1, initial and secondary damage 1d6 Con.|PoisonDC	KEY:Yuan-Ti Abomination ~ Poison				DEFINE:ParalysisDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREFEAT:1,Ability Focus(Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM
Produce Acid	CATEGORY:Special Ability	TYPE:YuanTiAbomination.SpecialAttack.SpellLike	VISIBLE:YES	DESC:a Yuan-Ti Abomination has the psionic poiwer to exude acid from its body, dealind 3d6 acid damage to the next creature it touches, including a creature hit by its bite attack.	KEY:Yuan-Ti Abomination ~ Produce Acid																											SOURCEPAGE:MM
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:YuanTiAbomination.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Yuan-Ti Abomination ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Animal Trance,12+CHA|Entangle,11+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=10|Deeper Darkness,14+CHA|Neutralize Poison,14+CHA|Suggestion,13+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Baleful Polymorph,14+CHA	SPELLS:Aversion|TIMES=ATWILL|CASTERLEVEL=16|Antipathy,18+CHA						SOURCEPAGE:MM
Chameleon Power	CATEGORY:Special Ability	TYPE:YuanTiAbomination.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A Yuan-Ti Halfblood can psionically change the coloration of itself and its equipment to match its surroundings, granting +10 circumstance bonus on hide checks.	KEY:Yuan-Ti Abomination ~ Chameleon Power									BONUS:SKILL|Hide|10|TYPE=Circumstance																		SOURCEPAGE:MM
Skills	CATEGORY:Special Ability	TYPE:YuanTiAbomination.SpecialQuality	VISIBLE:YES	DESC:A Yuan-Ti Abomination can always choose to take 10 on a Climb checks even when rushed or threatened. A Yuan-Ti Abomination has +8 racial bonus to any swim checks to perform some special action or avoid a hazard. It can always take 10 on a Swim check, even if distracted or endangered. It can use the run action while swimming, provided it swims in a straight line.	KEY:Yuan-Ti Abomination ~ Skills									BONUS:SITUATION|Swim=Perform some special action or avoid hazard|8|TYPE=Racial																		SOURCEPAGE:MM
																																
Race Traits ~ Yuan-Ti Pureblood	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Yuan-Ti Pureblood ~ Spell-Like Abilities|Yuan-Ti Pureblood ~ Skills																													
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:YuanTiPurebloodRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Yuan-Ti Pureblood ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=1|CASTERLEVEL=4|Animal Trance,12+CHA|Cause Fear,11+CHA|Charm Person,11+CHA|Darkness|Entangle,11+CHA									SOURCEPAGE:MM
Skills	CATEGORY:Special Ability	TYPE:YuanTiPurebloodRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+5 racial bonus on Disguise checks when impersonating a human.	KEY:Yuan-Ti Pureblood ~ Skills									BONUS:SITUATION|Diplomacy=Impersonating a Human|5|TYPE=Racial																		
