SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Body Harmonic			TYPE:Arcane	CLASSES:Bard=5		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature.		DURATION:Concentration, up to 1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target creature vibrate loudly and painfully.	SOURCEPAGE:SpC												
Body of the Sun			TYPE:Arcane.Divine	CLASSES:Druid=2|Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Fire	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:5-ft.	TARGETAREA:5-ft radius emanation centered on you.		DURATION:1 round/level	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Fire deal 1d4 fire damage/2 level (max 5d4) each round in the area of effect.	SOURCEPAGE:SpC												
Body of War			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You assume physical appearance and many of the qualities of a warforged titan.	SOURCEPAGE:SpC												
Bolt of Glory			TYPE:Divine	CLASSES:Cleric=6		SCHOOL:Evocation		DESCRIPTOR:Good	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:1d12 damage/level (max 15d12) to evil aligned outsiders, undead and native of neghative energy plane hit by a ranged touch attack.	SOURCEPAGE:SpC												
Bolts of Bedevilment			TYPE:Arcane.Divine	CLASSES:Bard=5		SCHOOL:Enchantment		DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Ray.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Rays daze creatures hits for 1d3 rounds.	SOURCEPAGE:SpC												
Bombardment			TYPE:Divine	CLASSES:Druid=8		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Cylinder (15-ft radius, 40 ft high)		DURATION:Instantaneous	SAVEINFO:Reflex half; See text	SPELLRES:No	DESC:Each creature within the spell's area takes 1d8 damage/level (max 20d8) and is buried under 5 feet of rubble.	SOURCEPAGE:SpC												
Bonefiddle			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Necromancy			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature with a skeleton or exoskeleton.		DURATION:Concentration, up to 1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Bows inflicts 3d6 points of damage/round.	SOURCEPAGE:SpC												
Bottle of Smoke			TYPE:Divine	CLASSES:Druid=3|Ranger=3		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, F	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:One smokey, horselike creature.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Horselike creature that can be mounted.	SOURCEPAGE:SpC												
Brain Spider			TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Divination		DESCRIPTOR:Mind-Affecting	COMPS:V, S, M, DF	CASTTIME:1 full round	RANGE:Long	TARGETAREA:Up to eight living creature.		DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Probe thought of up to eight creatures.	SOURCEPAGE:SpC												
Brambles			TYPE:Divine	CLASSES:Cleric=2|Druid=2		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Wooden weapon touched.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:The weapon deal both piercing and bludgeoning damage, +1 enhancement bonus on attacks and damage per caster level (max +10)	SOURCEPAGE:SpC												
Branch to Branch			TYPE:Divine	CLASSES:Druid=1|Ranger=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You gain +10 competence bonus on Climb checks made in trees.	SOURCEPAGE:SpC												
Breath Flare			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Transmutation		DESCRIPTOR:Light	COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Your breath weapon dazzle targets.	SOURCEPAGE:SpC												
Breath of the Jungle			TYPE:Divine	CLASSES:Druid=1		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Mist spreads in a 40-ft radius, 20-ft high.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Mist increases the DC of any saving throws against poison by 2.	SOURCEPAGE:SpC												
Breath Weapon Admixture			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Transmutation		DESCRIPTOR:See text	COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Add to your breath weapon another energy that deals equal amount of your base energy damage.	SOURCEPAGE:SpC												
Breath Weapon Substitution			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Transmutation		DESCRIPTOR:See text	COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Your breath weapon deals another type of elemental damage.	SOURCEPAGE:SpC												
Briar Web			TYPE:Divine	CLASSES:Druid=2|Ranger=2		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:40-ft-radius spread.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Area entangles creatures and thorns deal 1 non magical piercing damage every 5 feet moved.	SOURCEPAGE:SpC												
Brilliant Aura			TYPE:Arcane.Divine	CLASSES:Cleric=8|Druid=8|Sorcerer,Wizard=7		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Weapons carried by one creature/2 levels, no two of which are more than 30-ft. Apart.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Imbue weapons with brilliant energy special ability.	SOURCEPAGE:SpC												
Brilliant Blade			TYPE:Arcane.Divine	CLASSES:Cleric=7|Druid=7|Sorcerer,Wizard=6		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One melee or thrown weapon, or fifty projectiles (all of which must be in contact with each other at the same time of casting)		DURATION:1 minute/level	SAVEINFO:Will negates (harmless, object)	SPELLRES:Yes	DESC:Imbue weapons with brilliant energy special ability.	SOURCEPAGE:SpC												
Bristle			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Suit of armor touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:The armor grows long hard spikes that attacks ypur melee target.	SOURCEPAGE:SpC												
Buoyant Lifting			TYPE:Divine	CLASSES:Druid=1		SCHOOL:Evocation			COMPS:S, DF	CASTTIME:1 immediate action	RANGE:Close	TARGETAREA:One willing creature/level, no two of which are more than 20-ft. Apart.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:The subject are borne toward the surface at 60 feet/round until they are floating on it.	SOURCEPAGE:SpC												
Burning Blood			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature; See text.		DURATION:1 round/level	SAVEINFO:Fort partial; See text	SPELLRES:Yes	DESC:Deal 1d8 fire damage/round to a creature with blood.	SOURCEPAGE:SpC												
Burning Sword			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Additional 1d6 fire damage on hit. On critical deal additional damage.	SOURCEPAGE:SpC												
Burrow			TYPE:Divine	CLASSES:Druid=2|Ranger=2		SCHOOL:Transmutation			COMPS:V, S, F/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Burrow at speed 30-ft (20-ft if encumbered with medium or heavy armor or heavy load.)	SOURCEPAGE:SpC												
Burrow (Mass)	OUTPUTNAME:Burrow, Mass		TYPE:Divine	CLASSES:Druid=4|Ranger=3		SCHOOL:Transmutation			COMPS:V, S, F/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Burrow at speed 30-ft (20-ft if encumbered with medium or heavy armor or heavy load.)	SOURCEPAGE:SpC												
Buzzing Bee			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:A bee cause the subject take -10 penalty on Move Silently. The bee also distract.	SOURCEPAGE:SpC												
Cacophonic Burst			TYPE:Arcane	CLASSES:Bard=5|Sorcerer,Wizard=5		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:20-ft-radius burst.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:A noise burst at location, dealing 1d6 sonic damage/level (max 15d6) in the area.	SOURCEPAGE:SpC												
Cacophonic Shield			TYPE:Arcane	CLASSES:Bard=4|Sorcerer,Wizard=5		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:10-ft.	TARGETAREA:10-ft-radius emanation, centered on you.		DURATION:1 minute/level	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Create a barrier of sonic energy.	SOURCEPAGE:SpC												
Call Kolyarut			TYPE:Arcane.Divine	CLASSES:Cleric=7|Sorcerer,Wizard=7		SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:Lawful	COMPS:V, S, DF, XP	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One called Kolyarut.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:You receive aid of a Kolyarut.	SOURCEPAGE:SpC			XPCOST:250									
Call Marut			TYPE:Arcane.Divine	CLASSES:Cleric=9|Sorcerer,Wizard=9		SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:Lawful	COMPS:V, S, DF, XP	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One called Marut.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:You receive aid of a Marut.	SOURCEPAGE:SpC			XPCOST:500									
Call Zelekhut			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=5		SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:Lawful	COMPS:V, S, DF, XP	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One called Zelekhut.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:You receive aid of a Zelekhut.	SOURCEPAGE:SpC			XPCOST:100									
Caltrops			TYPE:Arcane	CLASSES:Sorcerer,Wizard=0		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:See text.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Cover 5-ft-by-5-ft area with caltrops.	SOURCEPAGE:SpC												
Camouflage			TYPE:Divine	CLASSES:Druid=1|Ranger=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:+10 circumstances bonus on Hide checks.	SOURCEPAGE:SpC												
Camouflage (Mass)	OUTPUTNAME:Camouflage, Mass		TYPE:Divine	CLASSES:Druid=2|Ranger=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Any number of creatures, no two of which are more than 60 ft. Apart.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:+10 circumstances bonus on Hide checks to entire group.	SOURCEPAGE:SpC												
Capricious Zephyr			TYPE:Arcane.Divine	CLASSES:Druid=3|Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Air	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:5-ft diameter sphere.		DURATION:1 round/level	SAVEINFO:None or Reflex partial; See text	SPELLRES:Yes	DESC:Wind bull rush creatures.	SOURCEPAGE:SpC												
Cast in Stone			TYPE:Divine	CLASSES:Druid=9		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:No	DESC:Petrify with a gaze.	SOURCEPAGE:SpC												
Castigate			TYPE:Divine	CLASSES:Cleric=4|Paladin=4		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V	CASTTIME:1 standard action	RANGE:10-ft.	TARGETAREA:10-ft-radius burst, centered on you.		DURATION:Instantaneous	SAVEINFO:Fort half	SPELLRES:Yes	DESC:Damage those with different alignment from yours by 1d4 damage/level (max 10d4).	SOURCEPAGE:SpC												
Celebration			TYPE:Arcane	CLASSES:Bard=4		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting|Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:All creatures in a 15-ft radius burst.		DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:1st round -2 to Dex, Int &amp; Wis, 2nd round [2nd save] affected becomes nauseated, 3rd round &amp; 3rd Save cause creatures to pass out; see text.	SOURCEPAGE:SpC												
Chain Missile			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:One creature, plus one more creature/ 2 levels, each of which must be within 30-ft. Of the primary target.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Missiles of magical energy strike the primary target dealing 1d4+1 / 2 level (max 10d4+10), each missile then hit one of the secondary target dealing 1d4+1 damage.	SOURCEPAGE:SpC												
Chain of Eyes			TYPE:Divine	CLASSES:Cleric=3|Druid=4|Sorcerer,Wizard=2		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:1 hour/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:You can use another creature's vision instead of yours.	SOURCEPAGE:SpC												
Charge of the Triceratops			TYPE:Divine	CLASSES:Druid=3|Ranger=3		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You gain a Gore attack.	SOURCEPAGE:SpC												
Cheat			TYPE:Arcane.Divine	CLASSES:Bard=1|Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level or until discharged	SAVEINFO:Will negates; See text	SPELLRES:No	DESC:You can reroll and take the better. See text.	SOURCEPAGE:SpC												
Checkmate's Light			TYPE:Divine	CLASSES:Cleric=3|Paladin=2		SCHOOL:Evocation		DESCRIPTOR:Lawful	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Melee weapon touched.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Imbue weapons with +1 enhancement bonus/3 caster level, and is treated as Lawful-aligned for the purpose of overcoming damage reduction.	SOURCEPAGE:SpC												
Chill of the Grave			TYPE:Divine			SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Ranged touch attack deals 1d12 cold damage. The damage increase at 2d10 at 44th caster level, 3d10 at 7th caster level, 4d10 at 10th caster level.	SOURCEPAGE:SpC												
Circle Dance			TYPE:Arcane.Divine	CLASSES:Bard=2|Cleric=3|Druid=3|Sorcerer,Wizard=3		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 minute	RANGE:Personal	TARGETAREA:You.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:You divine the relative direction of another creature.	SOURCEPAGE:SpC												
Clarity of Mind			TYPE:Divine			SCHOOL:Abjuration			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:+4 insight bonus on saving throw against all mind affecting spells and effects.	SOURCEPAGE:SpC												
Claws of the Bear			TYPE:Divine	CLASSES:Druid=1|Ranger=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You grow claws as natural weapons that deal 1d8 damage (1d6 if small, 2d6 if large)	SOURCEPAGE:SpC												TEMPBONUS:PC|VAR|SpellClawsOfTheBear|1
Claws of Darkness			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Illusion	SUBSCHOOL:Shadow		COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:You hands become shadow claws that deal 1d8 cold damage. Attacks with melee touch attack, multiple attacks function normally. Cannot cast other spells.	SOURCEPAGE:SpC												TEMPBONUS:PC|VAR|SpellClawsOfDarkness|1
Clear Mind			TYPE:Divine	CLASSES:Paladin=1		SCHOOL:Abjuration			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:+4 sacred bonus on saving throw against all mind affecting spells and effects.	SOURCEPAGE:SpC												
Climb Walls			TYPE:Divine	CLASSES:Druid=1|Ranger=1		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:+10 enhancement bonus on climb checks. +20 at caster level 5th, +30 at caster level 9th. 	SOURCEPAGE:SpC								CHOOSE:NUMBER|MIN=1|MAX=20|TITLE=Choose Choose caster level	TEMPBONUS:ANYPC|SKILL|Climb|10*((%CHOICE+6)/5)|TYPE=Enhancement			
Cloak of Bravery			TYPE:Divine	CLASSES:Cleric=3|Paladin=2		SCHOOL:Abjuration		DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:60-ft-radius emanation, centered on you.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:+1 morale bonus/level (max +10) on saves against fear effects.	SOURCEPAGE:SpC												
Cloak of Bravery (Greater)	OUTPUTNAME:Cloak of Bravery, Greater		TYPE:Divine			SCHOOL:Abjuration		DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 standard action	RANGE:1 mile; See text	TARGETAREA:1-mile-radius emanation, centered on you.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Subjects that have line of sight to you are immune to fear and gains +2 morale bonus on attack rolls.	SOURCEPAGE:SpC												
Cloak of Dark Power			TYPE:Divine			SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Protect from light, gain +4 resistance bonus on saves against Light or Darkness spells.	SOURCEPAGE:SpC												
Cloak of the Sea			TYPE:Arcane.Divine	CLASSES:Druid=5|Sorcerer,Wizard=6		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:While underwater the subject function as if affected by Blur spell and Water Breathing.	SOURCEPAGE:SpC												
Cloak Pool			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One color pool.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless, object)	SPELLRES:No	DESC:The spell cause a color pool on the Astral Plane to seemingly cease to exist.	SOURCEPAGE:SpC												
Close Wounds			TYPE:Divine	CLASSES:Cleric=2		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V	CASTTIME:1 immediate action	RANGE:Close	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Will half (harmless); See text	SPELLRES:Yes	DESC:Cure 1d4 +1/level (max +5) hit points.	SOURCEPAGE:SpC												
Cloud of Bewilderment			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Conjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:10-ft-cube.		DURATION:1 round/level	SAVEINFO:Fort negates; See text	SPELLRES:No	DESC:Create a small cloud of nauseating vapor.	SOURCEPAGE:SpC												
Cloud Wings			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 hour/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:Increase the fly speed by 30-feet.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|MOVEADD|TYPE.Fly|30			
Cloudburst			TYPE:Divine	CLASSES:Druid=1		SCHOOL:Evocation		DESCRIPTOR:Water	COMPS:V, S	CASTTIME:1 full round	RANGE:Long	TARGETAREA:100-ft-radius emanation.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:-4 penalty on Listen, Spot and Search checks caused by heavy rain.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|SKILL|Listen,Spot,Search|-4			
Cloud-Walkers			TYPE:Divine	CLASSES:Druid=7		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature/level.		DURATION:10 minutes/level	SAVEINFO:Reflex negates (harmless)	SPELLRES:Yes	DESC:You can fly at 60-ft speed, with perfect maneuverability, but only outdoors.	SOURCEPAGE:SpC												
Clutch of Orcus			TYPE:Divine	CLASSES:Cleric=3		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One humanoid.		DURATION:Concentration, up to 1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Paralyzes a victim inflicting 1d12 damage/round.	SOURCEPAGE:SpC												
Cocoon			TYPE:Divine	CLASSES:Druid=8		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M, XP	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One corpse.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Preserves a body, and avoid Con loss cause by resurrection or reincarnation.	SOURCEPAGE:SpC			XPCOST:250									
Cold Fire			TYPE:Divine	CLASSES:Cleric=1|Druid=1		SCHOOL:Transmutation		DESCRIPTOR:Cold	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One fire source (up to a 20-ft cube) or one creature.		DURATION:See text	SAVEINFO:See text	SPELLRES:See text	DESC:Cause flames deal Cold damage.	SOURCEPAGE:SpC												
Cold Snap			TYPE:Divine	CLASSES:Cleric=6|Druid=5		SCHOOL:Transmutation		DESCRIPTOR:Cold	COMPS:V, S	CASTTIME:1 minute	RANGE:1 mile	TARGETAREA:1-mile-radius circle, centered on you.		DURATION:2d4 hours	SAVEINFO:None	SPELLRES:No	DESC:Cold front lowers the temperature. Cold damaging spells deals 1 point of cold damage per die when cast in the area.	SOURCEPAGE:SpC												
Combust			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Touched creature or combustible object that weights no more than 25 lb/level		DURATION:Instantaneous	SAVEINFO:Reflex partial	SPELLRES:Yes	DESC:Target catch fire.	SOURCEPAGE:SpC												
Cometfall			TYPE:Divine	CLASSES:Cleric=6|Druid=6		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:400-pund ball of rock and ice in a 5-ft radius burst.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:No	DESC:A comet fall 1d6 damage/level to everything in the area.	SOURCEPAGE:SpC												
Cone of Dimness			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Illusion	SUBSCHOOL:Phantasm	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped burst.		DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:Targets that fails the Will saving throw believe that is a blinding darkness.	SOURCEPAGE:SpC												
Consumptive Field			TYPE:Divine	CLASSES:Cleric=4		SCHOOL:Necromancy		DESCRIPTOR:Death|Evil	COMPS:V, S	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:30-ft-radius emanation, centered on you.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:All dying creature that fail the saving throw dies, you gain 1d8 temporary hit points and +2 bonus to STR for each death caused by the spell. You effective caster level increase by +1 (max half your real caster level) for each death.	SOURCEPAGE:SpC												
Consumptive Field (Greater)	OUTPUTNAME:Consumptive Field, Greater		TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Necromancy		DESCRIPTOR:Death|Evil	COMPS:V, S	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:30-ft-radius emanation, centered on you.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:All creature with 9 or fewer hit points that fail the saving throw dies, you gain 1d8 temporary hit points and +2 bonus to STR for each death caused by the spell. You effective caster level increase by +1 (max half your real caster level) for each death.	SOURCEPAGE:SpC												
