SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Ghoul Light			TYPE:Divine			SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Magical, heatless flame.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Give undead within 30 ft. turn resistance of +1.	SOURCEPAGE:SpC												
Giant's Wrath			TYPE:Arcane.Divine	CLASSES:Druid=3|Sorcerer,Wizard=3		SCHOOL:Transmutation		DESCRIPTOR:Earth	COMPS:V, S, M	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:One pebble/3 levels.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Pebbles become boulders; see text	SOURCEPAGE:SpC												
Girallon's Blessing			TYPE:Arcane.Divine	CLASSES:Cleric=3|Druid=3|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:Gain an additional pair of arms; see text	SOURCEPAGE:SpC										TEMPBONUS:ANYPC|VAR|SpellGirallonSBlessing|1		
Glass Strike		VARIANTS:Glass Creature|Glass Object	TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature or 4 cubic ft of material.		DURATION:1 hour/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:You transform your target into glass; see text	SOURCEPAGE:SpC												
Glowing Orb			TYPE:Arcane.Divine	CLASSES:Cleric=4|Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Light	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Magical, controllable, light source.		DURATION:Permanent	SAVEINFO:None	SPELLRES:No	DESC:Makes a light source in a globe; see text	SOURCEPAGE:SpC												
Golden Barding			TYPE:Divine	CLASSES:Blackguard=1|Paladin=1		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Special mount touched.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Create Magical Barding type depends on level; see text.	SOURCEPAGE:SpC										TEMPBONUS:ANYPC|VAR|SpellGoldenBarding|1	TEMPBONUS:ANYPC|VAR|SpellGoldenBardingLvl|CASTERLEVEL	
Golem Strike			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Allows you to make sneak attacks against a construct if you have the ability.	SOURCEPAGE:SpC												
Grace			TYPE:Arcane.Divine	CLASSES:Bard=2|Cleric=3		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:+2 sacred bonus to Dex, Land speed increases by 10 ft. -20 penalty to Hide checks.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|DEX|2|TYPE=Sacred		TEMPBONUS:PC|SKILL|Hide|-20	TEMPBONUS:PC|MOVEADD|TYPE.Walk|10		
Grave Strike			TYPE:Divine	CLASSES:Cleric=1|Paladin=1		SCHOOL:Divination		DESCRIPTOR:Good	COMPS:V, DF	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Allows you to make sneak attacks against undead if you have the ability.	SOURCEPAGE:SpC												
Greymantle			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature.		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Creature cannot regain hit points or ability score points..	SOURCEPAGE:SpC												
Great Thunderclap			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:20-ft-radius spread.		DURATION:Instantaneous	SAVEINFO:See text	SPELLRES:No	DESC:Save against Will, Fort &amp; Reflex to avoid 1-Stunned for 1 round, 2-Deafened for 1 minute, 3-fall prone.	SOURCEPAGE:SpC												
Guided Shot			TYPE:Arcane.Divine	CLASSES:Ranger=1|Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:No range increment penalties and target denied AC bonus for anything less than total cover.	SOURCEPAGE:SpC												
Guiding Light			TYPE:Arcane.Divine	CLASSES:Bard=1|Cleric=1|Sorcerer,Wizard=1		SCHOOL:Evocation		DESCRIPTOR:Light	COMPS:V, S	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Creatures in a 5-ft radius burst.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:Yes	DESC:+2 circumstances bonus on ranged attacks against target creatures.	SOURCEPAGE:SpC												
Gutsnake			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:15-ft.-long tentacle from your stomach that can attack creatures or constrict, no discomfort if it's attack or killed.	SOURCEPAGE:SpC												
Hail of Stone			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Earth	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Medium	TARGETAREA:Cylinder (5-ft radius, 40 ft high)		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:1d4/caster level [max 5d4] damage.	SOURCEPAGE:SpC												
Hailstones			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One frigid globe/5 levels.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Hailstone deals 5d6 cold damage each.	SOURCEPAGE:SpC												
Hamatula Barbs			TYPE:Arcane.Divine	CLASSES:Cleric=3|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:Any creature hitting the subject takes 1d8 damage.	SOURCEPAGE:SpC												
Hand of Divinity		VARIANTS:Evil|Good	TYPE:Divine	CLASSES:Blackguard=2|Cleric=2|Paladin=2		SCHOOL:Evocation		DESCRIPTOR:Evil|Good	COMPS:V, S, DF	CASTTIME:1 minute	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Grant +2 [Profane or Sacred] bonus to all saving throws.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|CHECKS|Reflex,Fortitude,Will|2|TYPE=Sacred|PREDEITYALIGN:LG,LN,NG,TN,CG,CN	TEMPBONUS:ANYPC|CHECKS|Reflex,Fortitude,Will|2|TYPE=Profane|PREDEITYALIGN:LN,LE,TN,NE,CN,CE		
Hand of Faithfull			TYPE:Divine	CLASSES:Cleric=4|Paladin=3		SCHOOL:Abjuration		DESCRIPTOR:See text	COMPS:V, S, DF	CASTTIME:1 minute	RANGE:10-ft.	TARGETAREA:10-ft-radius burst, centered on a point in space.		DURATION:1 hour/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Immobile zone of warding that is permeable to those of your religion, all creature must wear the same holy symbol or be of the same faith to enter or exit.	SOURCEPAGE:SpC												
Hardening			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One item of a volume no greater than 10 cu.ft./level; See text.		DURATION:Permanent	SAVEINFO:None (object)	SPELLRES:Yes	DESC:For every two caster levels add one point of hardness.	SOURCEPAGE:SpC												
Harmoninc Chorus			TYPE:Arcane	CLASSES:Bard=2		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:Concentration, up to 1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Subject gains a +2 morale bonus to caster level and +2 to save DCs.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|CASTERLEVEL|ALLSPELLS|2|TYPE=Morale	TEMPBONUS:ANYPC|DC|ALLSPELLS|2|TYPE=Morale		
Haste (Swift)	OUTPUTNAME:Haste, Swift		TYPE:Divine	CLASSES:Ranger=2		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1d4 rounds	SAVEINFO:None	SPELLRES:No	DESC:Functions as Haste, except as noted.	SOURCEPAGE:SpC												
Haunting Tune			TYPE:Arcane	CLASSES:Bard=3		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Fear|Mind-Affecting|Sonic	COMPS:V, S	CASTTIME:1 full round	RANGE:Medium	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:10 minutes/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Targets that fail save become shaken.	SOURCEPAGE:SpC												
Hawkeye			TYPE:Divine	CLASSES:Druid=1|Ranger=1		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Increases range increment by 50%% and +5 competence bonus on Spot checks.	SOURCEPAGE:SpC									TEMPBONUS:PC|SKILL|Spot|5|TYPE=Competence			
Heal Animal Companion			TYPE:Divine	CLASSES:Druid=5|Ranger=3		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Your animal companion touched.		DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Functions as heal, except it only affects your animal companion.	SOURCEPAGE:SpC												
Healing Lorecall			TYPE:Divine	CLASSES:Cleric=2|Druid=2|Ranger=1		SCHOOL:Divination			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Allows caster with Heal ranks to remove other ailments when using Conjuration [Healing] spells. Can also heal more; see text.	SOURCEPAGE:SpC												
Healing Sting			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:You and one linving creature.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Inflict 1d12 +1/caster level [max +10] to a living creature and gain an equal amount of HP.	SOURCEPAGE:SpC												
Healing Touch			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:Instantaneous	SAVEINFO:Will half; See text	SPELLRES:Yes	DESC:You can transfer 1d6/2 caster levels [max 10d6] of life essence into another creature.	SOURCEPAGE:SpC												
Healthful Rest			TYPE:Arcane.Divine	CLASSES:Bard=1|Cleric=1|Druid=1		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:24 hours	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Doubles the natural healing rate.	SOURCEPAGE:SpC												
Heart of Stone			TYPE:Arcane	CLASSES:Sorcerer,Wizard=8		SCHOOL:Necromancy			COMPS:V, S, F, XP	CASTTIME:1 hour	RANGE:Personal	TARGETAREA:You.		DURATION:1 year.	SAVEINFO:None	SPELLRES:No	DESC:Gain DR:5/-, resistance 5 fire, cold, electricity; see text.	SOURCEPAGE:SpC		COST:5000	XPCOST:500							TEMPBONUS:PC|VAR|SpellHeartOfStone|1		
Heart Ripper			TYPE:Arcane	CLASSES:Assassin=4		SCHOOL:Necromancy		DESCRIPTOR:Death	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Slays creature with less HD than you on a failed save, those with more HD are stunned for 1d4 rounds.	SOURCEPAGE:SpC												
Heartfire			TYPE:Arcane.Divine	CLASSES:Bard=2|Druid=2		SCHOOL:Evocation		DESCRIPTOR:Light|Fire	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Living creatures within a 5-ft radius burst.		DURATION:1 round/level	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Subjects do benefit from concealment, on failed save they also take 1d4 fire damage each round [half damage on save].	SOURCEPAGE:SpC												
Heat Drain			TYPE:Divine	CLASSES:Cleric=8		SCHOOL:Necromancy		DESCRIPTOR:Cold	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:20 ft.	TARGETAREA:20-ft-radius burst centered on you.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Deals 1d6/caster level [max 20d6] cold damage, for every living creature affected you gain 2 temporary HP.	SOURCEPAGE:SpC												
Heatstroke			TYPE:Divine	CLASSES:Druid=3		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Target becomes fatigued [if fatigued it becomes exhausted], takes 2d6 nonlethal heat [with or without save].	SOURCEPAGE:SpC												
Heavenly Host			TYPE:Arcane.Divine	CLASSES:Cleric=9|Sorcerer,Wizard=9		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Good|Lawful	COMPS:V, S	CASTTIME:10 minutes	RANGE:Medium	TARGETAREA:Two or more summoned creatures, no two of which are more than 30 ft. Apart.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Summons multiple creatures; see text	SOURCEPAGE:SpC												
Hellish Horde			TYPE:Arcane.Divine	CLASSES:Cleric=9|Sorcerer,Wizard=9		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Evil|Lawful	COMPS:V, S	CASTTIME:10 minutes	RANGE:Medium	TARGETAREA:Two or more summoned creatures, no two of which are more than 30 ft. Apart.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Summons multiple creatures; see text	SOURCEPAGE:SpC												
Herald's Call			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting|Sonic	COMPS:V, S	CASTTIME:1 swift action	RANGE:20 ft.	TARGETAREA:20-ft-radius burst centered on you.		DURATION:1 round	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Produce a crowd-stopping shout with an air of authority. Any creature with 5 HD or less act as if slowed.	SOURCEPAGE:SpC												
Heroics			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:Yes	DESC:Temporarily grants a fighter a feat from the fighter's bonus feat list.	SOURCEPAGE:SpC												
Hidden Lodge			TYPE:Arcane	CLASSES:Bard=5|Sorcerer,Wizard=5		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, F	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:20 ft. square structure		DURATION:24 hours	SAVEINFO:None	SPELLRES:No	DESC:As leomund's secure shelter, except it is camouflaged.	SOURCEPAGE:SpC												
Hide from Dragons			TYPE:Arcane.Divine	CLASSES:Assassin=4|Bard=5|Sorcerer,Wizard=7		SCHOOL:Abjuration			COMPS:S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature touched/2 levels.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Warded creature completely invisible to dragons.	SOURCEPAGE:SpC												
Hide the Path			TYPE:Divine	CLASSES:Cleric=6|Druid=6		SCHOOL:Abjuration			COMPS:V, S, F	CASTTIME:10 minutes	RANGE:Anywhere in the area to be warded	TARGETAREA:Up to 200 sq ft/level.		DURATION:24 hours	SAVEINFO:None	SPELLRES:No	DESC:Protects area against divinations; see text.	SOURCEPAGE:SpC		COST:1000										
Hindsight			TYPE:Arcane	CLASSES:Bard=6|Sorcerer,Wizard=9		SCHOOL:Divination			COMPS:V, S, M	CASTTIME:1 hour	RANGE:60-ft.	TARGETAREA:60-ft-radius emanation, centered on you.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:See into the past.	SOURCEPAGE:SpC		COST:1000										
Hiss of Sleep			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One creature/level.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:No	DESC:Targets fall into comatose slumber.	SOURCEPAGE:SpC												
Holy Mount			TYPE:Divine	CLASSES:Paladin=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Your special mount.		DURATION:1 round/level	SAVEINFO:None (harmless)	SPELLRES:No	DESC:Special mount gains celestial template.	SOURCEPAGE:SpC												
Holy Spurs			TYPE:Divine	CLASSES:Paladin=1		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Close	TARGETAREA:Your special mount.		DURATION:1 round	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Mount's base land speed increase by 40 feet.	SOURCEPAGE:SpC												
Holy Star			TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:Protective star of energy.		DURATION:3 rounds	SAVEINFO:None	SPELLRES:No	DESC:Creates light and has three functions; see text.	SOURCEPAGE:SpC												
Holy Storm			TYPE:Divine	CLASSES:Cleric=3|Paladin=3		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Good|Water	COMPS:V, S, M, DF	CASTTIME:1 standard action	RANGE:20 ft.	TARGETAREA:Cylinder (20-ft radius, 20 ft high)		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:-4 penalty to Listen, Spot, and Search checks, -4 ranged attacks. Evil creatures take 2d6 damage each round [double if outsiders].	SOURCEPAGE:SpC		COST:25										
Holy Tranformation			TYPE:Divine	CLASSES:Cleric=4		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Change to good outsider, gain abilities of protectar [miniatures pg.66].	SOURCEPAGE:SpC												TEMPBONUS:PC|VAR|SpellHolyTransformation|1
Holy Tranformation (Lesser)	OUTPUTNAME:Holy Transformation, Lesser		TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Change to good outsider, gain abilities of protectar [miniatures pg.66].	SOURCEPAGE:SpC												TEMPBONUS:PC|VAR|SpellHolyTransformationLesser|1
Horrible Taste			TYPE:Arcane.Divine	CLASSES:Druid=1|Ranger=1|Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature or object touched.		DURATION:10 minutes/level	SAVEINFO:Fort negates; See text	SPELLRES:No	DESC:Animals must save after biting or refuse to bite the subject.	SOURCEPAGE:SpC												
Howling Chain			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One chain of force.		DURATION:1 round/level	SAVEINFO:See text	SPELLRES:Yes	DESC:Creates chain around opponent causing penalties; see text.	SOURCEPAGE:SpC		COST:500										
Hungry Gizzard			TYPE:Divine	CLASSES:Druid=6		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One medium or smaller creature.		DURATION:1 round/level	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:Creature gets trapped inside a gizzard that does 2d8+8 crushing, 1d8 acid.	SOURCEPAGE:SpC												
Hunters of Hades			TYPE:Divine	CLASSES:Cleric=9		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 minute	RANGE:Medium	TARGETAREA:Two summoned pack of fiends, which can be no more than 30 ft apart, or one retriever.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Summon either a Retriever [MM 46] or a pair of pack fiends [PHB 128].	SOURCEPAGE:SpC		COST:500										
Hunter's Mercy			TYPE:Divine	CLASSES:Ranger=1		SCHOOL:Transmutation			COMPS:S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Your next bow attack automatically hits and threatens a critical.	SOURCEPAGE:SpC												
Hurl			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Enchants one melee weapon to return to the thrower after being thrown. For the duration the weapon returns to its wielder at the beginning of his next action.	SOURCEPAGE:SpC												
Hymn of Praise			TYPE:Arcane	CLASSES:Bard=3		SCHOOL:Evocation		DESCRIPTOR:Good|Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:50-ft.	TARGETAREA:50-ft-radius emanation, centered on you.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Boost good-aligned divine spellcasters by 2 levels, +4 Sacred bonus on CHA checks on turning undead, -4 penalty on CHA check for rebuke undead.	SOURCEPAGE:SpC							TEMPBONUS:ANYPC|VAR|TurnLevelUndead|4|TYPE=Sacred|PREALIGN:LG,NG,CG		TEMPBONUS:ANYPC|VAR|TurnLevelUndead|-4|TYPE=Sacred|PREALIGN:LE,NE,CE			
Hypotermia			TYPE:Divine	CLASSES:Cleric=4|Druid=3		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Deals 1d6 per caster level [max 10d6] and becomes fatigued. Save halves damage and negates fatigue.	SOURCEPAGE:SpC												
Ice Axe			TYPE:Divine	CLASSES:Cleric=3		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:Battleaxe-shaped weapon of swirling ice.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Axe deals 2d12 of cold damage +1/2 caster level [max +10].	SOURCEPAGE:SpC												
Ice Claw			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:10-ft ice claw.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Claw gets one grappling attack a round; see text.	SOURCEPAGE:SpC												
Ice Dagger			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Dagger of ice.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Dagger-shaped peice of ice deals 1d4/caster level [max 5d4] damage; creatures within 5 ft. of target take 1 pt of cold damage.	SOURCEPAGE:SpC												
Ice Flowers			TYPE:Divine	CLASSES:Cleric=6|Druid=5		SCHOOL:Transmutation		DESCRIPTOR:Cold	COMPS:V, S	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:20-ft-radius burst.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:No	DESC:Creates dense rumble and causes 1d6/caster level [max 15d6]. No affect in desert or solid stone.	SOURCEPAGE:SpC												
Ice Gauntlet			TYPE:Divine	CLASSES:Cleric=1		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Attack as if wearing a +1 spiked guantlet. Deals normal damage for your size + 1d4 cold damage.	SOURCEPAGE:SpC												
Ice Knife			TYPE:Arcane	CLASSES:Assassin=2|Sorcerer,Wizard=2		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Cold	COMPS:S, M	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:One icy missile.		DURATION:Instantaneous	SAVEINFO:Fort partial or Reflex half; See text.	SPELLRES:Yes	DESC:Ranged attack with a +2 every two caster levels. If you hit deal 2d8 cold damage and 2 Dex damage; see text.	SOURCEPAGE:SpC												
Icelance			TYPE:Arcane.Divine	CLASSES:Druid=3|Sorcerer,Wizard=3		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Cold	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One lance of ice.		DURATION:Instantaneous	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Creates an ice lance; ranged touched attack at +4, if it hit causes 6d6 points, make save or be stunned for 1d4 rounds.	SOURCEPAGE:SpC		COST:50										
Illusory Feast			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Illusion	SUBSCHOOL:Pattern	DESCRIPTOR:Mind-Affecting	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:40-ft-radius spread.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Illusion causes creatures to stop and eat; see text.	SOURCEPAGE:SpC												
Illusory Pit			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V, S	CASTTIME:1 full round	RANGE:Medium	TARGETAREA:10-ft-cube/level.		DURATION:Concentration + 1 round/level	SAVEINFO:Will disbelief	SPELLRES:No	DESC:Create a bottomless pit, stuns creatures.	SOURCEPAGE:SpC												
