SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Sniper's Eye			TYPE:Arcane	CLASSES:Assassin=4		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:+10 competence to Spot, Darkvision 60 ft, Increase increment range from 30 ft. to 60 ft. make death attacks with ranged weapon.	SOURCEPAGE:SpC									TEMPBONUS:PC|VAR|SpellSniperSEye|1	TEMPBONUS:PC|SKILL|Spot|10|TYPE=Competence		
Sniper's Shot			TYPE:Arcane.Divine	CLASSES:Assassin=1|Ranger=1|Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Your ranged attacks made before the start of your next turn can be a sneak attacks regardless of the distance, but only if you can sneak attack as the class ability.	SOURCEPAGE:SpC												
Snowball Swarm			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:10-ft-radius burst.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Snowballs deal 2d6 of damage, for every two caster levels beyond 3rd you deal an additional 1d6 damage [max 5d6].	SOURCEPAGE:SpC												
Snowshoes			TYPE:Divine	CLASSES:Cleric=1|Druid=1|Ranger=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Speed increases by 10 ft. and no Balance checks or Reflex required to walk on snow.	SOURCEPAGE:SpC												
Snowshoes (Mass)	OUTPUTNAME:Snowshoes, Mass		TYPE:Divine	CLASSES:Cleric=3|Druid=3|Ranger=3		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Same as Snowshoes, except as noted.	SOURCEPAGE:SpC												
Solipsism			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Illusion	SUBSCHOOL:Phantasm	DESCRIPTOR:Mind-Affecting	COMPS:V	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Creature beleives everything is unreal except itself.	SOURCEPAGE:SpC												
Songbird			TYPE:Arcane	CLASSES:Bard=0		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 full round	RANGE:Personal	TARGETAREA:You.		DURATION:Performance + 1 hour or until discharged; see text	SAVEINFO:None	SPELLRES:No	DESC:Gain +1 competence bonus to Charisma checks to influence NPCs.	SOURCEPAGE:SpC												
Sonic Blast			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Will partial	SPELLRES:Yes	DESC:The target takes 1d4/caster level [max 5d4], Will save or be defeaned 1d4 rounds.	SOURCEPAGE:SpC												
Sonic Rumble			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:Cone-shaped burst.		DURATION:Concentration, up to 1 round/level	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Attack or move creatures and objects; if for attack deal damage; if to move, it acts as telekinesis away from you.	SOURCEPAGE:SpC												
Sonic Snap			TYPE:Arcane	CLASSES:Sorcerer,Wizard=0		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature or object.		DURATION:Instantaneous	SAVEINFO:Will partial	SPELLRES:Yes	DESC:Deal 1 pt of damage and target must save or be deafened for 1 round.	SOURCEPAGE:SpC												
Sonic Weapon			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Sonic	COMPS:V	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Do an extra 1d6 sonic damage with a weapon.	SOURCEPAGE:SpC												
Sonic Whip			TYPE:Arcane	CLASSES:Bard=2		SCHOOL:Evocation		DESCRIPTOR:Sonic|Mind-Affecting	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:A whip of force.		DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:No	DESC:Create a whip. Keeps animals at bay.	SOURCEPAGE:SpC												
Sonorous Hum			TYPE:Arcane	CLASSES:Bard=2|Cleric=3|Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:The next spell you cast during the effect of sonorous hum that requires concentration to maintain is maintained for you.	SOURCEPAGE:SpC												
Sound Lance			TYPE:Arcane.Divine	CLASSES:Cleric=4|Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature or object.		DURATION:Instantaneous	SAVEINFO:Fort half	SPELLRES:Yes	DESC:Deals 1d8 per caster level [max 10d8].	SOURCEPAGE:SpC												
Spark of Life			TYPE:Divine	CLASSES:Cleric=3|Druid=4		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Undead creature touched.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Undead touched temporarily acts as if it were alive and vulnerable as if it weren't undead.	SOURCEPAGE:SpC												
Spawn Screen			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Necromancy			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature/level.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Subject will not rise as spawn if killed by an undead capable of creating spawn.	SOURCEPAGE:SpC												
Speak to Allies			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Language-Dependent	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Any number of allied creatures, no two of which are more than 30-ft. Apart.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Whispered conversation at distance.	SOURCEPAGE:SpC												
Spectral Touch			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature/level.		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Inflict 1 negative level on touched creature and gain 5 temp HP.	SOURCEPAGE:SpC												
Spectral Weapon			TYPE:Arcane	CLASSES:Assassin=3|Bard=4|Sorcerer,Wizard=3		SCHOOL:Illusion	SUBSCHOOL:Shadow		COMPS:V, S	CASTTIME:1 swift action	RANGE:0-ft.	TARGETAREA:One shadowy blade.		DURATION:1 round/level	SAVEINFO:See text	SPELLRES:See text	DESC:Create a quasi-real weapon.	SOURCEPAGE:SpC												
Speechlink			TYPE:Arcane	CLASSES:Bard=3		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:You and one creature touched.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Communicate while on the same plane with one other creature.	SOURCEPAGE:SpC												
Spell Engine			TYPE:Arcane	CLASSES:Wizard=8		SCHOOL:Abjuration		DESCRIPTOR:Force	COMPS:V, S, M, XP	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:5-ft-radius magical wheel.		DURATION:See text	SAVEINFO:None	SPELLRES:Yes	DESC:Swap out prepared spell with another in your spell book.	SOURCEPAGE:SpC		COST:500	XPCOST:250									
Spell Enhancer			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Cast a spell immediately [as if quickened] at +2 caster level.	SOURCEPAGE:SpC												
Spell Flower			TYPE:Arcane.Divine	CLASSES:Cleric=1|Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Hold the charge of one touch spell per arm.	SOURCEPAGE:SpC												
Spell Immunity (Lesser)			TYPE:Divine	CLASSES:Cleric=2		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Protects one creature from a single 1st- or 2nd-level spell.	SOURCEPAGE:SpC												
Spell Matrix			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:Matrix that holds two of your spells.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Allows you to store and cast 1 spell as a free action.	SOURCEPAGE:SpC		COST:1000										
Spell Matrix (Greater)	OUTPUTNAME:Spell Matrix, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:Matrix that holds three of your spells.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Allows you to store and cast 1 spell as a free action.	SOURCEPAGE:SpC		COST:1500										
Spell Matrix (Lesser)	OUTPUTNAME:Spell Matrix, Lesser		TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:Matrix that holds one of your spells.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Allows you to store and cast 1 spell as a free action.	SOURCEPAGE:SpC		COST:500										
Spell Resistance (Mass)	OUTPUTNAME:Spell Resistance, Mass		TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Abjuration			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Each target gains Spell Resistance 12 + caster level.	SOURCEPAGE:SpC												
Spell Vulnerability			TYPE:Arcane.Divine	CLASSES:Cleric=4|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One creature.		DURATION:1 minute/level	SAVEINFO:Fort negates	SPELLRES:No	DESC:Reduces subject's spell resistance by 1 per caster level [max reduction 15]. Reduction can't reduce below 0.	SOURCEPAGE:SpC												
Sphere of Ultimate Destruction			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:2-ft-radius sphere.		DURATION:1 round/level	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Sphere deals 2d6/caster level [max 40d6] damage. Disintegrates target if reduced to 0 hp.	SOURCEPAGE:SpC												
Spider Curse			TYPE:Divine			SCHOOL:Transmutation		DESCRIPTOR:Mind-Affecting	COMPS:V, S, DF	CASTTIME:1 minute	RANGE:Medium	TARGETAREA:One Medium or smaller humanoid.		DURATION:24 hours/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Turns humanoid creature into a drider [MM 89] that obeys your commands.	SOURCEPAGE:SpC												
Spider Plague			TYPE:Divine	CLASSES:Cleric=6		SCHOOL:Conjuration	SUBSCHOOL:Summoning		COMPS:V, S	CASTTIME:1 full round	RANGE:Close	TARGETAREA:Five summoned spiders.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Summon five celestial or fiendish Large monstrous spiders [MM 289].	SOURCEPAGE:SpC												
Spider Poison			TYPE:Arcane	CLASSES:Assassin=3|Sorcerer,Wizard=3		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Poison subject with melee touch attack that deals 1d6 points of strength damage and then again in one minute; DC 10+1/2 caster level + Modifier.	SOURCEPAGE:SpC												
Spider Shapes			TYPE:Divine			SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One willing creature/level, all within 30-ft of each other.		DURATION:1 hour/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:As polymorph [PH 283], except you turn one willing creature per level into a monstrous spider [MM 288] of any size from Tiny to Huge.	SOURCEPAGE:SpC												
Spiderform			TYPE:Divine			SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Polymorph into a drider [MM 89] or a Tiny, Small, Medium, Large monstrous spider [MM 288].	SOURCEPAGE:SpC												
Spiderskin			TYPE:Arcane.Divine	CLASSES:Druid=3|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Grants recipient +1 to natural AC, +1 save against poison and +1 bonus to Hide checks for every three caster levels [max +5]	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|min(5,%CHOICE/3)|TYPE=NaturalArmorEnhancement			CHOOSE:NUMBER|MIN=1|MAX=20|TITLE=Choose Choose caster level	TEMPBONUS:ANYPC|VAR|SpellSpiderskin|1	TEMPBONUS:ANYPC|VAR|PoisonResistanceBonus|min(5,%CHOICE/3)|TYPE=Racial	TEMPBONUS:ANYPC|SKILL|Hide|min(5,%CHOICE/3)	
Spikes			TYPE:Divine	CLASSES:Cleric=3|Druid=3		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Wooden weapon touched.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:As brambles, except affected weapon gains +2 enhancement bonus and threat range doubled.	SOURCEPAGE:SpC												
Spirit Worm			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:1 round/level, up to 5 rounds	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Subject either takes 1 pt Con damage a round [max 5], or 1d2 damage a round [max 5d2].	SOURCEPAGE:SpC												
Spiritjaws			TYPE:Divine	CLASSES:Druid=3		SCHOOL:Evocation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Jaws of force.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Jaws attempt to grapple the target.	SOURCEPAGE:SpC												
Spiritual Chariot			TYPE:Divine	CLASSES:Blackguard=3|Paladin=2		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Force	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One special mount.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Creates a special chariot behind the paladin's special mount.	SOURCEPAGE:SpC												
Spiritwall			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Necromancy		DESCRIPTOR:Fear|Mind-Affecting	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Swirling wall whose area is up to one 10-ft square/level, or a sphere or hemisphere with radius of up to 1-ft/level.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:One side of wall emits fear 60 ft, anything touching the wall takes 1d10 damage	SOURCEPAGE:SpC												
Splinterbolt			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One or more streams of splinters.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Make ranged attack to hit, on hit deal 4d6 piercing damage and threatens on 18-20.	SOURCEPAGE:SpC												
Spontaneous Search			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V, S, M	CASTTIME:1 full round	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 round	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Subject knows the contents of a 20-foot-radius burst, as if it had taken 10 on a Search check for each object and space in the burst radius, including noting the location of traps [rogues only for DC 20 higher though].	SOURCEPAGE:SpC												
Stabilize			TYPE:Divine	CLASSES:Paladin=2|Cleric=2		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S, DF	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:50-ft-radius burst centered on you.		DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Spell designed for battle fields, heals all creatures for 1 hp to stabalize them, undead take 1 point of damage [Will negates].	SOURCEPAGE:SpC												
Stalking Brand			TYPE:Divine	CLASSES:Ranger=1		SCHOOL:Transmutation			COMPS:S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:24 hours/level	SAVEINFO:None	SPELLRES:Yes	DESC:Marks a creature that you can see or detect magic despite using other magical means to conceal including invisibilty, disguise self, polymorph self.	SOURCEPAGE:SpC												
Stalwart Pact			TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Evocation			COMPS:V, S, M, DF	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:Willing living creature touched.		DURATION:Permanent until triggered, then 1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Upon losing half HP, gain 5 hp/two caster levels [max 35 hp], DR 5/magic and +2 luck bonus on saving throws.	SOURCEPAGE:SpC		COST:250										
Standing Wave			TYPE:Divine	CLASSES:Druid=3		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Waves under a creature or object within range.		DURATION:10 minutes/level	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:Transports across water.	SOURCEPAGE:SpC												
Starvation			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:Instantaneous	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Target takes 1d6 per caster level [max 10d6] nonlethal damage.	SOURCEPAGE:SpC												
Steeldance			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Two swords or daggers.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Causes two daggers to hover and attack creatures that come near.	SOURCEPAGE:SpC												
Stick			TYPE:Arcane	CLASSES:Bard=0|Sorcerer,Wizard=0		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Nonmagical, unattended object weighting up to 5 lb.		DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:No	DESC:Sticks one object to another.	SOURCEPAGE:SpC												
Sticky Fingers			TYPE:Arcane	CLASSES:Assassin=1|Bard=1		SCHOOL:Transmutation			COMPS:S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Grants +10 Sleight of Hand checks.	SOURCEPAGE:SpC									TEMPBONUS:PC|SKILL|Sleight of Hand|10			
Sticky Saddle			TYPE:Divine	CLASSES:Paladin=1		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 immediate action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:It becomes impossible for you to fall or be thrown off your mount.	SOURCEPAGE:SpC												
Sting Ray			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:1 round/level	SAVEINFO:Will partial	SPELLRES:Yes	DESC:Ranged touch attack causes the sensation of many tiny insects biting and crawling on the victim's body.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|-2							
Stolen Breath			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Necromancy		DESCRIPTOR:Air	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature that breathes air.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Creature becomes sickened.	SOURCEPAGE:SpC												
Stone Body			TYPE:Arcane.Divine	CLASSES:Cleric=6|Sorcerer,Wizard=6		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Body becomes stone with DR 10/adamantine and a +4 enhancement to Strength, but take a -4 penalty to Dexterity.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|4|TYPE=Enhancement		TEMPBONUS:PC|VAR|SpellStoneBody|1	TEMPBONUS:PC|DR|Adamantine|10	TEMPBONUS:PC|STAT|DEX|-4	TEMPBONUS:PC|MOVEMULT|TYPE.All|0.5
Stone Bones			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Corporeal undead creature touched.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Target gains natural armor AC bonus of +3.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|3|TYPE=NaturalArmorEnhancement							
Stone Shape (Greater)	OUTPUTNAME:Stone Shape, Greater		TYPE:Arcane.Divine	CLASSES:Cleric=5|Druid=5|Sorcerer,Wizard=7		SCHOOL:Transmutation		DESCRIPTOR:Earth	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Stone or stone object touched, up to 10 cu. Ft + 10 cu. ft./level		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Sculpts stone into any shape.	SOURCEPAGE:SpC												
Stone Shatter			TYPE:Arcane	CLASSES:Bard=4		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One stone object or creature.		DURATION:Instantaneous	SAVEINFO:None or Fort half	SPELLRES:No	DESC:Either shatter object weighing up to 2lbs per caster level or deal 1d6 per caster level [max 15d6].	SOURCEPAGE:SpC												
Stone Sphere			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Earth	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One 5-ft diameter stone sphere.		DURATION:1 round/level	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:Stone sphere moves as direct dealing damage to creatures.	SOURCEPAGE:SpC												
Stone Spiders			TYPE:Divine			SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:Three pebbles, no two of which are more than 30 ft. Apart.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Transform pebbles into Tiny to Huge monstrous spiders.	SOURCEPAGE:SpC												
Stonehold			TYPE:Divine	CLASSES:Druid=6		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Earth	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One 10-ft square/level.		DURATION:24 hours/level	SAVEINFO:See text (object)	SPELLRES:Yes	DESC:Conjures stony arms that grapple anything that comes within range.	SOURCEPAGE:SpC												
Stony Grasp			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Transmutation		DESCRIPTOR:Earth	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Animated stone arm.		DURATION:1 rounds/level	SAVEINFO:None	SPELLRES:Yes	DESC:Creates an arm to grapple creatures.	SOURCEPAGE:SpC												
Storm Elemental Fury			TYPE:Divine	CLASSES:Druid=7		SCHOOL:Conjuration	SUBSCHOOL:Summoning		COMPS:V, S	CASTTIME:1 full round	RANGE:Long	TARGETAREA:40-ft radius storm cloud, 200 ft. Above the ground.		DURATION:4 rounds	SAVEINFO:See text	SPELLRES:Yes	DESC:See text.	SOURCEPAGE:SpC												
Storm Tower			TYPE:Divine	CLASSES:Druid=7		SCHOOL:Abjuration		DESCRIPTOR:Air	COMPS:V, S	CASTTIME:1 full round	RANGE:Long	TARGETAREA:Cylinder (20-ft. Radius, 100 ft. High).		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Absorbs any electricity damage and magic missiles.	SOURCEPAGE:SpC												
Stormrage			TYPE:Divine	CLASSES:Cleric=8|Druid=8		SCHOOL:Transmutation		DESCRIPTOR:Electricity	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Launch lightning bolts 1d6 per level.	SOURCEPAGE:SpC									TEMPBONUS:PC|VAR|SpellStormrage|1			
Strategic Charge			TYPE:Divine	CLASSES:Blackguard=1|Paladin=1		SCHOOL:Abjuration			COMPS:V, DF	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Gain benefit of the Mobility feat.	SOURCEPAGE:SpC									TEMPBONUS:PC|VAR|SpellStrategicCharge|1			
Strength of Stone			TYPE:Divine	CLASSES:Paladin=2		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:+8 enhancement bonus to Strength.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|8|TYPE=Enhancement					
Stun Ray			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Electricity	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:1d4+1 rounds	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Electric beam stuns creature for 1 round [saved] or 1d4+1 rounds [failed saved].	SOURCEPAGE:SpC												
