SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Balor Nimbus			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You surround yourself in flames that deals 6d6 fire damage to any creature that is grappling you.	SOURCEPAGE:SpC												
Band of Steel			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One Medium or smaller creature.		DURATION:1 round/level	SAVEINFO:Reflex partial	SPELLRES:No	DESC:Immobilize the target.	SOURCEPAGE:SpC												
Barghest's Feast			TYPE:Arcane.Divine	CLASSES:Cleric=6|Sorcerer,Wizard=7		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Touch	TARGETAREA:Corpse touched.		DURATION:Instantaneous	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:Destroy the remains of a dead person or creature preventing any form of raising or resurrection that require part of the corpse.	SOURCEPAGE:SpC												
Battering Ram			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One object or creature.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:You create a ramlike force that can strike with considerable power.	SOURCEPAGE:SpC												
Battle Hymn			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=4		SCHOOL:Enchantment	SUBSCHOOL:Charm	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:All allies within 30-ft.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Inspire all creatures in the area that are friendly to you.	SOURCEPAGE:SpC												
Beast Claws			TYPE:Divine	CLASSES:Druid=1		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You gain two claw attacks.	SOURCEPAGE:SpC												
Beastland Ferocity			TYPE:Arcane.Divine	CLASSES:Bard=1|Druid=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:The subject becomes such a tenacious combatant that continue to fight without penalty even while disabled or dying. While between -1 and -9 hp the creature gain +4 enhancement bonus on STR.	SOURCEPAGE:SpC							TEMPBONUS:ANYPC|STAT|STR|4|TYPE=Enhancement					
Beget Bogun			TYPE:Divine	CLASSES:Druid=1		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M, XP	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Tiny construct.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Infuse living magic into a small mannequin that you have created from vegetable matter.	SOURCEPAGE:SpC												
Belker Claws			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Air	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Touch attack deals 2d12 points of damage.	SOURCEPAGE:SpC												
Bening Transposition			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Conjuration	SUBSCHOOL:Teleportation		COMPS:V	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Two willing creatures of up to Large size.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Two target creatures instantly swap positions.	SOURCEPAGE:SpC												
Bestow Curse (Greater)	OUTPUTNAME:Bestow Curse, Greater		TYPE:Arcane.Divine	CLASSES:Cleric=7|Sorcerer,Wizard=8		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:Permanent	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Curse the target.	SOURCEPAGE:SpC												
Binding Winds			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Evocation		DESCRIPTOR:Air	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:Concentration	SAVEINFO:Reflex negates	SPELLRES:No	DESC:The subject can act normally but cannot move from its current location.	SOURCEPAGE:SpC												
Bite of the King			TYPE:Divine			SCHOOL:Necromancy			COMPS:V	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One living creature of a size that does not exceed caster's.		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:You can send a creature to a pocket dimension with a melee touch attack.	SOURCEPAGE:SpC												
Bite of the Werebear			TYPE:Arcane.Divine	CLASSES:Druid=6|Sorcerer,Wizard=7		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You become an half-bear creature.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|16|TYPE=Enhancement		TEMPBONUS:PC|STAT|DEX|2|TYPE=Enhancement	TEMPBONUS:PC|STAT|CON|8|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|7|TYPE=NaturalArmorEnhancement	TEMPBONUS:PC|VAR|SpellBiteOfTheWerebear|1
Bite of the Wereboar			TYPE:Arcane.Divine	CLASSES:Druid=4|Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You become an half-boar creature.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|4|TYPE=Enhancement			TEMPBONUS:PC|STAT|CON|6|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|8|TYPE=NaturalArmorEnhancement	TEMPBONUS:PC|VAR|SpellBiteOfTheWereboar|1
Bite of the Wererat			TYPE:Arcane.Divine	CLASSES:Druid=2|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You become an half-rat creature.	SOURCEPAGE:SpC									TEMPBONUS:PC|STAT|DEX|6|TYPE=Enhancement	TEMPBONUS:PC|STAT|CON|2|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|3|TYPE=NaturalArmorEnhancement	TEMPBONUS:PC|VAR|SpellBiteOfTheWererat|1
Bite of the Weretiger			TYPE:Arcane.Divine	CLASSES:Druid=5|Sorcerer,Wizard=6		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You become an half-tiger creature.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|12|TYPE=Enhancement		TEMPBONUS:PC|STAT|DEX|4|TYPE=Enhancement	TEMPBONUS:PC|STAT|CON|6|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|5|TYPE=NaturalArmorEnhancement	TEMPBONUS:PC|VAR|SpellBiteOfTheWeretiger|1
Bite of the Werewolf			TYPE:Arcane.Divine	CLASSES:Druid=3|Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You become an half-wolf creature.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|2|TYPE=Enhancement		TEMPBONUS:PC|STAT|DEX|4|TYPE=Enhancement	TEMPBONUS:PC|STAT|CON|4|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|4|TYPE=NaturalArmorEnhancement	TEMPBONUS:PC|VAR|SpellBiteOfTheWerewolf|1
Black Blade of Disaster			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Sword-shaped planar rift.		DURATION:Concentration, up to 1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:You create a black blade-shaped planar rift about 3 feet long.	SOURCEPAGE:SpC												
Blackfire			TYPE:Arcane	CLASSES:Sorcerer,Wizard=8		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Ray.		DURATION:1 round/level	SAVEINFO:Fort partial and Reflex negates; See text	SPELLRES:Yes	DESC:Target engulfed in black flame, take 1d4 Con damage and becomes nauseated; flames and effects can spread to adjacent living creatures	SOURCEPAGE:SpC												
Blacklight			TYPE:Arcane.Divine	CLASSES:Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Darkness	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:20-ft-radius emanation, centered on a creature, object or point in space.		DURATION:1 round/level	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:You create an area of total darkness.	SOURCEPAGE:SpC												
Blade of Pain and Fear			TYPE:Arcane.Divine	CLASSES:Assassin=2|Blackguard=2|Cleric=3|Sorcerer,Wizard=3		SCHOOL:Evocation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:Swordlike column of gnashing teeth.		DURATION:1 round/level	SAVEINFO:Will partial	SPELLRES:Yes	DESC:Creates blade of gnashing teeth.	SOURCEPAGE:SpC												
Blade Storm			TYPE:Divine	CLASSES:Ranger=3		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:You can take a full-round action to make one attack with each melee weapon you wield against every foe  within reach.	SOURCEPAGE:SpC												
Blade Thirst			TYPE:Divine	CLASSES:Ranger=3		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:One slashing weapon.		DURATION:1 round/level	SAVEINFO:None (object)	SPELLRES:No	DESC:You grant a slashing weapon a +3 enhancement bonus.	SOURCEPAGE:SpC												
Blades of Fire			TYPE:Arcane.Divine	CLASSES:Ranger=1|Sorcerer,Wizard=1		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Fire	COMPS:V	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:Up to two melee weapons you are wielding.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:You melee weapon deals an extra 1d8 fire damage. Stack with any energy damage the weapon already has.	SOURCEPAGE:SpC												
Bladeweave			TYPE:Arcane.Divine	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Illusion	SUBSCHOOL:Pattern		COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:See text	SPELLRES:See text	DESC:Choose a target to daze.	SOURCEPAGE:SpC												
Blast of Flame			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped burst.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:No	DESC:1d6 fire damage/level (max 10d6) to any creature in the area.	SOURCEPAGE:SpC												
Blast of Force			TYPE:Arcane.Divine	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:1d6 damage/2 level (max 5d6) to target creature hit by a ranged touch attack.	SOURCEPAGE:SpC												
Bless Weapon (Swift)	OUTPUTNAME:Bless Weapon, Swift		TYPE:Divine	CLASSES:Paladin=1		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Weapon strikes true against evil foes.	SOURCEPAGE:SpC												
Blessed Aim			TYPE:Divine	CLASSES:Blackguard=1|Cleric=1|Paladin=1		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 standard action	RANGE:50-ft.	TARGETAREA:50-ft-radius spread, centered on you.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:No	DESC:+2 morale bonus on ranged attack rolls.	SOURCEPAGE:SpC												
Blessing of Bahamut			TYPE:Divine	CLASSES:Paladin=3		SCHOOL:Abjuration		DESCRIPTOR:Good	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You gain 10/Magic damage reduction.	SOURCEPAGE:SpC												
Blinding Breath			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation		DESCRIPTOR:Light	COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Your breath weapon blind targets.	SOURCEPAGE:SpC												
Blinding Spittle			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One missile of spit.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:You spit with a ranged touch attack with -4 penalty a caustic saliva that blinds the target. 	SOURCEPAGE:SpC												
Blindsight			TYPE:Divine	CLASSES:Cleric=3|Druid=3		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You gain Blindsight (30').	SOURCEPAGE:SpC												
Blindsight (Greater)	OUTPUTNAME:Blindsight, Greater		TYPE:Divine	CLASSES:Cleric=4|Druid=4		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You gain Blindsight (60').	SOURCEPAGE:SpC												
Blink (Greater)	OUTPUTNAME:Blink, Greater		TYPE:Arcane	CLASSES:Bard=3|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Controlled blinking between the Material and Ethereal Planes grants defenses for 1 round/level.	SOURCEPAGE:SpC												
Blistering Radiance			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Fire|Light	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:50-ft-radius spread.		DURATION:1 round/level	SAVEINFO:None and Fortitude partial; See text	SPELLRES:Yes	DESC:All creature in the area are dazzled.	SOURCEPAGE:SpC												
Blood Frenzy			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Any creature with the rage ability.		DURATION:Special; See text	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target creature enter rage but does not count toward the creature's number of rage attempts per day.	SOURCEPAGE:SpC												
Blood Sirocco			TYPE:Divine	CLASSES:Druid=6		SCHOOL:Evocation			COMPS:V, S	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped emanation centered on you or on a point in space.		DURATION:1 round/level	SAVEINFO:Fort negates; See text	SPELLRES:Yes	DESC:Windstorm blows from your location.	SOURCEPAGE:SpC												
Blood to Water			TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Necromancy		DESCRIPTOR:Water	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Up to five living creature, not tow of which are more than 30 ft. Apart. are wielding.		DURATION:Instantaneous	SAVEINFO:Fort half	SPELLRES:Yes	DESC:Transmute blood into water, dealing 2d6 points of Con damage.	SOURCEPAGE:SpC												
Blood Wind			TYPE:Arcane.Divine	CLASSES:Cleric=1|Sorcerer,Wizard=1		SCHOOL:Evocation			COMPS:V, S	CASTTIME:1 swift action	RANGE:Close	TARGETAREA:A single creature with Int 4 or higher.		DURATION:1 round	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:The subject can take full attack action to use all of its natural weapons or unarmed strikes as if they were thrown weapons with a 20-ft range.	SOURCEPAGE:SpC												
Bloodhound			TYPE:Divine	CLASSES:Ranger=1		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:24 hours	SAVEINFO:None	SPELLRES:No	DESC:You can attempt another roll on a failed survival check.	SOURCEPAGE:SpC												
Bloodstar			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:A bloodstar		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Hovering contruct wounds foe each time foe is damaged.	SOURCEPAGE:SpC												
Bodak's Glare			TYPE:Divine	CLASSES:Cleric=8		SCHOOL:Necromancy		DESCRIPTOR:Death|Evil	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:One living creature.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:You kill a creature.	SOURCEPAGE:SpC												
Body Blades			TYPE:Divine	CLASSES:Cleric=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:You sprout daggerlike blades from all the surfaces of your body.	SOURCEPAGE:SpC												
Body Harmonic			TYPE:Arcane	CLASSES:Bard=5		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature.		DURATION:Concentration, up to 1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target creature vibrate loudly and painfully.	SOURCEPAGE:SpC												
Body of the Sun			TYPE:Arcane.Divine	CLASSES:Druid=2|Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Fire	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:5-ft.	TARGETAREA:5-ft radius emanation centered on you.		DURATION:1 round/level	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Fire deal 1d4 fire damage/2 level (max 5d4) each round in the area of effect.	SOURCEPAGE:SpC												
Body of War			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You assume physical appearance and many of the qualities of a warforged titan.	SOURCEPAGE:SpC												
Bolt of Glory			TYPE:Divine	CLASSES:Cleric=6		SCHOOL:Evocation		DESCRIPTOR:Good	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:1d12 damage/level (max 15d12) to evil aligned outsiders, undead and native of neghative energy plane hit by a ranged touch attack.	SOURCEPAGE:SpC												
Bolts of Bedevilment			TYPE:Arcane.Divine	CLASSES:Bard=5		SCHOOL:Enchantment		DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Ray.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Rays daze creatures hits for 1d3 rounds.	SOURCEPAGE:SpC												
Bombardment			TYPE:Divine	CLASSES:Druid=8		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Cylinder (15-ft radius, 40 ft high)		DURATION:Instantaneous	SAVEINFO:Reflex half; See text	SPELLRES:No	DESC:Each creature within the spell's area takes 1d8 damage/level (max 20d8) and is buried under 5 feet of rubble.	SOURCEPAGE:SpC												
Bonefiddle			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Necromancy			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature with a skeleton or exoskeleton.		DURATION:Concentration, up to 1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Bows inflicts 3d6 points of damage/round.	SOURCEPAGE:SpC												
Bottle of Smoke			TYPE:Divine	CLASSES:Druid=3|Ranger=3		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, F	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:One smokey, horselike creature.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Horselike creature that can be mounted.	SOURCEPAGE:SpC												
Brain Spider			TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Divination		DESCRIPTOR:Mind-Affecting	COMPS:V, S, M, DF	CASTTIME:1 full round	RANGE:Long	TARGETAREA:Up to eight living creature.		DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Probe thought of up to eight creatures.	SOURCEPAGE:SpC												
Brambles			TYPE:Divine	CLASSES:Cleric=2|Druid=2		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Wooden weapon touched.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:The weapon deal both piercing and bludgeoning damage, +1 enhancement bonus on attacks and damage per caster level (max +10)	SOURCEPAGE:SpC												
Branch to Branch			TYPE:Divine	CLASSES:Druid=1|Ranger=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You gain +10 competence bonus on Climb checks made in trees.	SOURCEPAGE:SpC												
Breath Flare			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Transmutation		DESCRIPTOR:Light	COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Your breath weapon dazzle targets.	SOURCEPAGE:SpC												
Breath of the Jungle			TYPE:Divine	CLASSES:Druid=1		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Mist spreads in a 40-ft radius, 20-ft high.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Mist increases the DC of any saving throws against poison by 2.	SOURCEPAGE:SpC												
Breath Weapon Admixture			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Transmutation		DESCRIPTOR:See text	COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Add to your breath weapon another energy that deals equal amount of your base energy damage.	SOURCEPAGE:SpC												
Breath Weapon Substitution			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Transmutation		DESCRIPTOR:See text	COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Your breath weapon deals another type of elemental damage.	SOURCEPAGE:SpC												
Briar Web			TYPE:Divine	CLASSES:Druid=2|Ranger=2		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:40-ft-radius spread.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Area entangles creatures and thorns deal 1 non magical piercing damage every 5 feet moved.	SOURCEPAGE:SpC												
Brilliant Aura			TYPE:Arcane.Divine	CLASSES:Cleric=8|Druid=8|Sorcerer,Wizard=7		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Weapons carried by one creature/2 levels, no two of which are more than 30-ft. Apart.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Imbue weapons with brilliant energy special ability.	SOURCEPAGE:SpC												
Brilliant Blade			TYPE:Arcane.Divine	CLASSES:Cleric=7|Druid=7|Sorcerer,Wizard=6		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One melee or thrown weapon, or fifty projectiles (all of which must be in contact with each other at the same time of casting)		DURATION:1 minute/level	SAVEINFO:Will negates (harmless, object)	SPELLRES:Yes	DESC:Imbue weapons with brilliant energy special ability.	SOURCEPAGE:SpC												
Bristle			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Suit of armor touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:The armor grows long hard spikes that attacks ypur melee target.	SOURCEPAGE:SpC												
Buoyant Lifting			TYPE:Divine	CLASSES:Druid=1		SCHOOL:Evocation			COMPS:S, DF	CASTTIME:1 immediate action	RANGE:Close	TARGETAREA:One willing creature/level, no two of which are more than 20-ft. Apart.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:The subject are borne toward the surface at 60 feet/round until they are floating on it.	SOURCEPAGE:SpC												
Burning Blood			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature; See text.		DURATION:1 round/level	SAVEINFO:Fort partial; See text	SPELLRES:Yes	DESC:Deal 1d8 fire damage/round to a creature with blood.	SOURCEPAGE:SpC												
Burning Sword			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Additional 1d6 fire damage on hit. On critical deal additional damage.	SOURCEPAGE:SpC												
Burrow			TYPE:Divine	CLASSES:Druid=2|Ranger=2		SCHOOL:Transmutation			COMPS:V, S, F/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Burrow at speed 30-ft (20-ft if encumbered with medium or heavy armor or heavy load.)	SOURCEPAGE:SpC												
