SOURCELONG:Complete Warrior	SOURCESHORT:CW	SOURCEWEB:http://www.gozzilioni.net										
#												
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:CHECKS)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE
4	CAST:0,1,1			ABILITY:Special Ability|AUTOMATIC|Consecrated Casting								
5	CAST:0,1,1,0			ABILITY:Special Ability|AUTOMATIC|Courage of Heavens (enchantment)								
6	CAST:0,1,1,1											
7	CAST:0,2,1,1,0											
8	CAST:0,2,1,1,1			ABILITY:Special Ability|AUTOMATIC|Courage of Heavens (radius)								
9	CAST:0,2,2,1,1											
10	CAST:0,2,2,2,1			ABILITY:Special Ability|AUTOMATIC|Holy Aura (Sp/wis)			BONUS:VAR|HolyAuraLVL|10	BONUS:VAR|HolyAuraTimes|1				
#												
###TODO CONTIGUOUS:Samurai|Paladin												
CLASS:Knight Protector	HD:10	TYPE:Prestige	ABB:Kni	MAXLEVEL:10	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE	EXCLASS:Ex Knight Protector		
CLASS:Knight Protector	PREALIGN:LG,LN	PREATT:5	PRESKILL:2,Diplomacy=6,Ride=6	PRESKILL:1,Knowledge (Nobility and Royalty)=4	PREFEAT:5,Armor Proficiency (Heavy),Cleave,Great Cleave,Mounted Combat,Power Attack							
CLASS:Knight Protector	STARTSKILLPTS:2	CSKILL:Diplomacy|Intimidate|Knowledge (Nobility and Royalty)|Ride|Spot										
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Knight Protector										
#												
1				ABILITY:Special Ability|AUTOMATIC|Defensive Stance 2|Knight Protector Defence Stance|Shining Beacon			BONUS:VAR|KnightProtectorDefensiveStanceLVL|CL					
2			VFEAT:Iron Will	ABILITY:Special Ability|AUTOMATIC|Best Effort|Knight Protector Best Effort			BONUS:VAR|KnightProtectorBestEffortLVL|CL					
3				ABILITY:Special Ability|AUTOMATIC|Supreme Cleave								
4												
5												
6				ABILITY:Special Ability|AUTOMATIC|No Mercy			BONUS:VAR|NoMercyAttack|1					
7												
8												
9							BONUS:VAR|NoMercyAttack|1					
10				ABILITY:Special Ability|AUTOMATIC|Retributive Attack|Knight Protector Retributive Attack								
#												
CLASS:Ex Knight Protector	HD:10	TYPE:Prestige	ABB:XKni	MAXLEVEL:10	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE	VISIBLE:NO		
CLASS:Ex Knight Protector	STARTSKILLPTS:2	CSKILL:Diplomacy|Intimidate|Knowledge (Nobility and Royalty)|Ride|Spot										
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Knight Protector										
#												
1				ABILITY:Special Ability|AUTOMATIC|Defensive Stance 2|Knight Protector Defence Stance			BONUS:VAR|KnightProtectorDefensiveStanceLVL|CL					
2			VFEAT:Iron Will	ABILITY:Special Ability|AUTOMATIC|Best Effort|Knight Protector Best Effort			BONUS:VAR|KnightProtectorBestEffortLVL|CL					
3				ABILITY:Special Ability|AUTOMATIC|Supreme Cleave								
4												
5												
6				ABILITY:Special Ability|AUTOMATIC|No Mercy|Knight Protector No Mercy			BONUS:VAR|KnightProtectorNoMercyLVL|CL					
7												
8												
9												
10												
#												
CLASS:Master Thrower	HD:8	TYPE:Prestige	ABB:Thr	MAXLEVEL:5	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Master Thrower	PREATT:5	PRESKILL:1,Sleight of Hand=4	PREFEAT:2,Point Blank Shot,Precise Shot	PREFEAT:1,CHECKMULT,Weapon Focus(TYPE=Thrown)								
CLASS:Master Thrower	STARTSKILLPTS:4	CSKILL:Bluff|Climb|Concentration|TYPE.Craft|Jump|TYPE.Perform|TYPE.Profession|Sleight of Hand|Spot|Tumble|Use Rope										
1			VFEAT:Quick Draw				BONUS:ABILITYPOOL|Thrown Weapon Trick|(CL+1)/2					
2				ABILITY:Special Ability|AUTOMATIC|Evasion|Improved Evasion			BONUS:VAR|EvasionUsable,ImprovedEvasionUsable|1|TYPE=Prerequisite|PREEQUIP:1,TYPE=Medium,TYPE=Heavy					
3												
4			VFEAT:Snatch Arrows									
5				ABILITY:Special Ability|AUTOMATIC|Critical Throw								
#												
CLASS:Master of the Unseen Hand	HD:4	TYPE:Prestige	ABB:Muh	MAXLEVEL:5	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Master of the Unseen Hand	PRESKILL:1,Concentration=8	PRESPELL:1,Telekinesis										
CLASS:Master of the Unseen Hand	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Intimidate|Knowledge (Arcana)|TYPE.Profession|Spellcraft										
1				ABILITY:Special Ability|AUTOMATIC|Versatile Telekinesis			BONUS:ABILITYPOOL|Improved Caster Level|CL					
2				ABILITY:Special Ability|AUTOMATIC|Telekinetic Wielder|Sustained Concentration								
3				ABILITY:Special Ability|AUTOMATIC|Full Attack Telekinesis								
4				ABILITY:Special Ability|AUTOMATIC|Improved Violent Thrust|Telekinetic Fly								
5				ABILITY:Special Ability|AUTOMATIC|Flying Skyward								
#												
CLASS:Mindspy	HD:8	TYPE:Prestige	ABB:Min	MAXLEVEL:5	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Mindspy	PREATT:3	PRESKILL:1,Concentration=8	PRESPELL:1,Detect Thoughts									
CLASS:Mindspy	STARTSKILLPTS:2	CSKILL:Bluff|Concentration|TYPE.Craft|Intimidate|TYPE.Profession|Sense Motive										
1				ABILITY:Special Ability|AUTOMATIC|Anticipate|Mindspy Anticipate|Combat Telegraphy|Spherical Detect Thoughts			BONUS:VAR|MindspyAnticipateLVL|CL					
2				ABILITY:Special Ability|AUTOMATIC|Faster Mindscan								
3				ABILITY:Special Ability|AUTOMATIC|Multiple Surface Thoughts|Mindspy Multiple Surface Thoughts			BONUS:VAR|MindspyMultipleSurfaceThoughtLVL|CL					
4				ABILITY:Special Ability|AUTOMATIC|Instant Mindscan								
5												
#												
CLASS:Nature's Warrior	HD:10	TYPE:Prestige	ABB:NWr	MAXLEVEL:5	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Nature's Warrior	PREALIGN:LN,TN,CN	PREATT:4	PRESKILL:2,Knowledge (Nature)=8,Survival=8	PRESKILL:1,Knowledge (The Planes)=2	PREFEAT:1,Track	PREABILITY:1,CATEGORY=Special Ability,TYPE.WildShape						
CLASS:Nature's Warrior	STARTSKILLPTS:2	CSKILL:Diplomacy|Handle Animal|Intimidate|Jump|Knowledge (Nature)|Listen|Survival|Swim										
1	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Wilding			BONUS:ABILITYPOOL|Nature's Armament|(CL+1)/2	BONUS:VAR|WildingBonus|CL|TYPE=NatureWarrior				
2												
3	ADD:SPELLCASTER|Divine											
4												
5	ADD:SPELLCASTER|Divine											
#												
CLASS:Occult Slayer	HD:8	TYPE:Prestige	ABB:Osl	MAXLEVEL:5	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Occult Slayer	PREATT:5	PRESKILL:1,Knowledge (Arcana)=4	PRESKILL:1,Spellcraft=3	PREFEAT:1,Improved Initiative	PREFEAT:1,CHECKMULT,Weapon Focus(TYPE=ANY)							
CLASS:Occult Slayer	STARTSKILLPTS:2	CSKILL:Bluff|TYPE.Craft|Gather Information|Knowledge (Arcana)|TYPE.Profession|Sense Motive|Spellcraft										
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Occult Slayer										
#												
1				ABILITY:Special Ability|AUTOMATIC|Magic Defense|Occult Slayer Magic Defense	BONUS:ABILITYPOOL|Weapon Bond|1		BONUS:VAR|OccultSlayerMagicDefenseLVL|0					
2				ABILITY:Special Ability|AUTOMATIC|Mind Over Magic|Occult Slayer Mind Over Magic|Viciuos Slayer			BONUS:VAR|OccultSlayerMindOverBodyLVL|CL					
3				ABILITY:Special Ability|AUTOMATIC|Auravision								
4				ABILITY:Special Ability|AUTOMATIC|Nondetection Cloak								
5				ABILITY:Special Ability|AUTOMATIC|Blank Thoughts								
#												
CLASS:Order of the Bow Initiate	HD:8	TYPE:Prestige	ABB:Obi	MAXLEVEL:10	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Order of the Bow Initiate	PREATT:5	PRESKILL:1,Knowledge (Religion)=2	PRESKILL:1,Craft (Bowmaking)=5	PREFEAT:3,Point Blank Shot,Precise Shot,Rapid Shot	PREFEAT:1,Weapon Focus(Bow),Weapon Focus(Shortbow)							
CLASS:Order of the Bow Initiate	STARTSKILLPTS:2	CSKILL:Climb|TYPE.Craft|Knowledge (Religion)|Ride|Spot|Swim										
1				ABILITY:Special Ability|AUTOMATIC|Ranged Precision|Order Bow Initiate Ranged Precision			BONUS:VAR|OrderBowInitiateRangedPrecisionLVL|CL					
2				ABILITY:Special Ability|AUTOMATIC|Close Combat Shot								
3												
4							BONUS:ABILITYPOOL|Greater Weapon Focus|1					
5												
6			VFEAT:Sharp Shooting									
7												
8												
9												
10				ABILITY:Special Ability|AUTOMATIC|Extended Precision								
#												
###TODO CONTIGUOUS:Paladin												
CLASS:Purple Dragon Knight	HD:10	TYPE:Prestige	ABB:Prp	MAXLEVEL:5	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Purple Dragon Knight	PREALIGN:LG,NG,LN,TN	PREATT:5	PRESKILL:1,Diplomacy=1,Intimidate=1	PRESKILL:3,Listen=2,Ride=2,Spot=2	PREFEAT:2,Mounted Combat,Negotiator	PRETEXT:Must be member of the Purple Dragons						
CLASS:Purple Dragon Knight	STARTSKILLPTS:2	CSKILL:Climb|Diplomacy|Handle Animal|Intimidate|Knowledge (Local)|Jump|Ride|Swim										
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Purple Dragon Knight										
#												
1				ABILITY:Special Ability|AUTOMATIC|Heroic Shield|Rallying Cry|Purple Knight Rallying Cry								
2				ABILITY:Special Ability|AUTOMATIC|Inspire Courage|Purple Knight Inspire Courage			BONUS:VAR|PurpleKnightInspireCourageLVL|CL					
3				ABILITY:Special Ability|AUTOMATIC|Fear (Su)|Purple Knight Fear			BONUS:VAR|PurpleKnightFearLVL|CL					
4				ABILITY:Special Ability|AUTOMATIC|Oath of Wrath			BONUS:VAR|OathOfWrathPerDay|1					
5				ABILITY:Special Ability|AUTOMATIC|Final Stand|Purple Knight Final Stand								
#												
CLASS:Rage Mage	HD:8	TYPE:Prestige	ABB:Rgm	MAXLEVEL:10	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE			
CLASS:Rage Mage	PREALIGN:NG,TN,NE,CG,CN,CE	PREATT:4	PREFEAT:1,Combat Casting	PRESPELLCAST:TYPE=Arcane	PREFEAT:2,Mounted Combat,Negotiator	PRESPELLTYPE:1,Arcane=2	PREABILITY:1,CATEGORY=Special Ability,TYPE.Rage					
CLASS:Rage Mage	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Profession|Spellcraft|Survival										
1				ABILITY:Special Ability|AUTOMATIC|Spell Rage			BONUS:VAR|SpellRageTimes|(CL+1)/5					
#												
1												
2	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Overcome Spell Failure								
3				ABILITY:Special Ability|AUTOMATIC|Rage Mage Rage								
4	ADD:SPELLCASTER|Arcane											
5				ABILITY:Special Ability|AUTOMATIC|Angry Spell|Rage Mage Angry Spell			BONUS:VAR|RageMageAngrySpellLVL|CL					
6	ADD:SPELLCASTER|Arcane											
7				ABILITY:Special Ability|AUTOMATIC|Spell Fury			BONUS:VAR|SpellFuryTimes|1					
8	ADD:SPELLCASTER|Arcane											
9							BONUS:VAR|TirelessSpellRage|1					
10	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Warrior Cry			BONUS:VAR|WarriorCryPerDay|1					
#												
CLASS:Ravager	HD:10	TYPE:Prestige	ABB:Rav	MAXLEVEL:10	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Ravager	PREALIGN:CE,NE	PREATT:5	PRESKILL:2,Intimidate=3,Knowledge (Religion)=3	PRESKILL:1,Survival=4	PREFEAT:2,Improved Sunder,Power Attack	PRETEXT:Must survive the ravager initiation rites						
CLASS:Ravager	STARTSKILLPTS:2	CSKILL:Intimidate|Knowledge (Religion)|Move Silently|TYPE.Profession|Ride										
1				ABILITY:Special Ability|AUTOMATIC|Pain Touch Ability|Ravager Pain Touch Ability			BONUS:VAR|RavagerPainTouchAbilityLVL|CL					
2				ABILITY:Special Ability|AUTOMATIC|Aura of Fear|Ravager Aura of Fear			BONUS:VAR|RavagerAuraOfFearLVL|CL					
3				ABILITY:Special Ability|AUTOMATIC|Cruelest Cut|Ravager Cruelest Cut			BONUS:VAR|RavagerCruelestCutLVL|CL					
4												
5												
6												
7												
8												
9												
10				ABILITY:Special Ability|AUTOMATIC|Visage of Terror			BONUS:VAR|VisageOfTerrorPerDay|1	BONUS:VAR|VisageOfTerrorDC|CL				
#												
CLASS:Reaping Mauler	HD:10	TYPE:Prestige	ABB:Rem	MAXLEVEL:5	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Reaping Mauler	PREATT:5	PRESKILL:2,Escape Artist=5,Tumble=5	PREFEAT:2,Clever Wrestling,Improved Unarmed Strike	PRETEXT:Must have defeated at least 3 opponents one size category larger than himself with his bare hands	PREFEAT:2,Improved Sunder,Power Attack							
CLASS:Reaping Mauler	STARTSKILLPTS:2	CSKILL:Climb|TYPE.Craft|Escape Artist|Intimidate|Jump|TYPE.Perform|TYPE.Profession|Swim|Tumble										
1			VFEAT:Improved Grapple|PREARMORTYPE:1,TYPE.Light	VFEAT:Mobility|PREARMORTYPE:1,TYPE.Light								
2				ABILITY:Special Ability|AUTOMATIC|Adept Wrestling|Reaping Mauler Adept Wrestling			BONUS:VAR|ReapingMaulerAdeptWrestlingLVL|CL					
3				ABILITY:Special Ability|AUTOMATIC|Counter Grapple|Sleeper Lock|Reaping Mauler Sleeper Lock			BONUS:VAR|ReapingMaulerSleeperLockLVL|CL					
4												
5				ABILITY:Special Ability|AUTOMATIC|Devastating Grapple|Reaping Mauler Devastating Grapple			BONUS:VAR|ReapingMaulerDevastatingGrappleLVL|CL					
#												
CLASS:Ronin	HD:10	TYPE:Prestige.Oriental	ABB:Ron	MAXLEVEL:10	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Ronin	PREALIGN:NG,TN,NE,CG,CN,CE	PREATT:6	PREFEAT:1,Exotic Weapon Proficiency(Sword (Bastard))	PRETEXT:Must have fled or exiled from the service of a feudal lord because disobeying, cowardice or similar								
CLASS:Ronin	STARTSKILLPTS:2	CSKILL:Bluff|Disguise|Intimidate|Knowledge (History)|Knowledge (Nobility and Royalty)|Ride|Sense Motive										
# ex-samurai												
1				ABILITY:Special Ability|AUTOMATIC|Kiai Smite|Ronin Kiai Smite|PRECLASS:1,Ex Samurai=1								
1				ABILITY:Special Ability|AUTOMATIC|Staredown|PRECLASS:1,Ex Samurai=6			BONUS:SKILL|Intimidate|4|PRECLASS:1,Ex Samurai=6					
1				ABILITY:Special Ability|AUTOMATIC|Mass Staredown|PRECLASS:1,Ex Samurai=10								
1				ABILITY:Special Ability|AUTOMATIC|Improved Staredown|PRECLASS:1,Ex Samurai=14								
1				EXCHANGELEVEL:Ex Samurai|11|10|1								
#												
1				ABILITY:Special Ability|AUTOMATIC|Infamy|Sneak Attack|Ronin Sneak Attack			BONUS:VAR|RoninSneakAttackLVL|CL					
2				ABILITY:Special Ability|AUTOMATIC|Banzai Charge								
3												
4												
5							BONUS:ABILITYPOOL|Ronin Feats|(CL-1)/4					
6												
7												
8												
9												
10												
#												
CLASS:Spellsword	HD:8	TYPE:Prestige	ABB:Ssw	MAXLEVEL:10	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Spellsword	PREATT:4	PRESKILL:1,Knowledge (Arcana)=6	PREFEAT:1,CHECKMULT,Simple Weapon Proficiency	PREFEAT:1,CHECKMULT,Martial Weapon Proficiency	PREFEAT:3,Armor Proficiency (Light),Armor Proficiency (Medium),Armor Proficiency (Heavy)	PRESPELLCAST:TYPE=Arcane	PRESPELLTYPE:1,Arcane=2	PRETEXT:Must have defeated an foe through force of arms alone, without recourse to spellcasting				
CLASS:Spellsword	STARTSKILLPTS:2	CSKILL:Climb|Concentration|TYPE.Knowledge|Jump|TYPE.Profession|Spellcraft										
1	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Ignore Spell Failure|Spellsword Ignore Spell Failure			BONUS:VAR|SpellswordIgnoreSpellFailureLVL|CL					
2							BONUS:ABILITYPOOL|Spellsword Feat|1					
3	ADD:SPELLCASTER|Arcane											
4				ABILITY:Special Ability|AUTOMATIC|Channel Spell|Spellsword Channel Spell			BONUS:VAR|SpellswordChannelSpellLVL|CL					
5	ADD:SPELLCASTER|Arcane											
6												
7	ADD:SPELLCASTER|Arcane											
8												
9	ADD:SPELLCASTER|Arcane											
10				ABILITY:Special Ability|AUTOMATIC|Multiple Channel Spell								
#												
CLASS:Stonelord	HD:8	TYPE:Prestige	ABB:Stn	MAXLEVEL:10	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Stonelord	PREMULT:1,[PRERACE:1,Dwarf%],[PRERACE:1,RACESUBTYPE=Dwarf]	PREATT:5	PRESKILL:1,Craft (Stoneworking)=6	PRELANG:1,Terran	PREFEAT:1,Endurance	PRETEXT:Must undergo a special ritual with costly gems						
CLASS:Stonelord	STARTSKILLPTS:2	CSKILL:Climb|Concentration|TYPE.Knowledge|TYPE.Profession|Spot|Survival										
1				ABILITY:Special Ability|AUTOMATIC|Earth's Blood			BONUS:VAR|EarthsBloodPerDay|1					
2				ABILITY:Special Ability|AUTOMATIC|Stone Power			BONUS:ABILITYPOOL|Stone Power|CL/2	BONUS:VAR|StonePowerLVL|CL	BONUS:VAR|StonePowerSummonElementalPower|((CL+2)/3)			
3				ABILITY:Special Ability|AUTOMATIC|Stone Shape (Sp)			BONUS:VAR|StoneShapeLVL|CL	BONUS:VAR|StoneShapePerDay|1				
4												
5				ABILITY:Special Ability|AUTOMATIC|Meld into Stone (Sp)			BONUS:VAR|MeldIntoStoneLVL|CL	BONUS:VAR|MeldIntoStonePerDay|CL				
6												
7				ABILITY:Special Ability|AUTOMATIC|Stone Tell (Sp)			BONUS:VAR|StoneTellLVL|CL	BONUS:VAR|StoneTellPerDay|1				
8												
9				ABILITY:Special Ability|AUTOMATIC|Earthquake (Sp)			BONUS:VAR|EarthquakeLVL|CL	BONUS:VAR|EarthquakePerDay|1				
10												
#												
###TODO CONTIGUOUS:Monk												
CLASS:Tattoed Monk	HD:8	TYPE:Prestige	ABB:Ttm	MAXLEVEL:10	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE			
CLASS:Tattoed Monk	PREALIGN:LG,LN,LE	PREATT:3	PRESKILL:1,Knowledge (Religion)=8	PREFEAT:3,Endurance,Improved Grapple,Improved Unarmed Strike								
CLASS:Tattoed Monk	STARTSKILLPTS:4	CSKILL:Balance|Climb|Concentration|TYPE.Craft|Diplomacy|Escape Artist|Hide|Jump|TYPE.Knowledge|Listen|Move Silently|TYPE.Perform|TYPE.Profession|Swim|Tumble						DEFINE:TtmTattooNumber|0				
1				ABILITY:Special Ability|AUTOMATIC|Tatooed Monk AC			BONUS:VAR|TatooedMonkACLVL|CL	BONUS:UDAM|CLASS.Monk|CL				
1				ABILITY:Special Ability|AUTOMATIC|Tatooed Monk Movement			BONUS:VAR|TatooedMonkMoveLVL|CL					
#												
1				ABILITY:Special Ability|AUTOMATIC|Tatoo Power Base|Tatooed Monk Tatoo Power			BONUS:ABILITYPOOL|Tatoo Power|(CL+1)/2	BONUS:VAR|TatooedMonkTatooPowerLVL|CL				
2												
3												
4												
5												
6												
7												
8												
9												
10												
#												
CLASS:Thayan Knight	HD:10	TYPE:Prestige	ABB:Thk	MAXLEVEL:5	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Thayan Knight	PRERACE:1,RACESUBTYPE=Human	PREALIGN:LN,LE,TN,NE,CN,CE	PREATT:5	PRESKILL:3,Intimidate=2,Knowledge (Arcana)=2,Knowledge (Local)=2	PREFEAT:2,Iron Will,Weapon Focus(Longsword)	PRETEXT:Must sworn allegiance to the Red Wizards of Thay						
CLASS:Thayan Knight	STARTSKILLPTS:2	CSKILL:Bluff|Climb|TYPE.Craft|Gather Information|Handle Animal|Intimidate|Jump|Knowledge (Arcana)|Knowledge (Local)|TYPE.Profession|Spot|Swim						DEFINE:ThkHorrorsBonus|0	DEFINE:ThkZulkirDefenderBonus|0	DEFINE:ThkFinalStandTimes|0	DEFINE:ThkZulkirChampioTimes|0	
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Thayan Knight										
#												
1				ABILITY:Special Ability|AUTOMATIC|Horrors of Thay|Thayan Knight Horrors of Thay|Zulkir Favor			BONUS:VAR|ThayanKnightHorrorsOfThayLVL|CL					
2				ABILITY:Special Ability|AUTOMATIC|Zulkir Defender			BONUS:VAR|ThkZulkirDefenderBonus|2					
3							BONUS:ABILITYPOOL|Fighter Feat|1					
4				ABILITY:Special Ability|AUTOMATIC|Final Stand|Thayan Knight Final Stand								
5				ABILITY:Special Ability|AUTOMATIC|Zulkir Champion|Thayan Knight Zulkir Chamion								
#												
CLASS:War Chanter	HD:8	TYPE:Prestige	ABB:Wch	MAXLEVEL:10	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:War Chanter	PREALIGN:NG,TN,NE,CG,CN,CE	PREATT:4	PRESKILL:1,Perform (Sing)=6,Perform (Oratory)=6	PREFEAT:1,Combat Expertise	PREABILITY:1,CATEGORY=Special Ability,Bardic Inspire Courage	PREFEAT:1,CHECKMULT,Weapon Focus						
CLASS:War Chanter	STARTSKILLPTS:4	CSKILL:Balance|Climb|Concentration|TYPE.Craft|Diplomacy|Escape Artist|Gather Information|Intimidate|Jump|TYPE.Perform|TYPE.Profession|Sense Motive|Swim										
1				ABILITY:Special Ability|VIRTUAL|War Chanter Inspire Toughness|PREVARGTEQ:WarChanterMusicLVL,1|PRESKILL:1,Perform (Sing)=9,Perform (Oratory)=9								
1				ABILITY:Special Ability|VIRTUAL|War Chanter Inspire Recklessness|PREVARGTEQ:WarChanterMusicLVL,3|PRESKILL:1,TYPE.Perform=12								
1				ABILITY:Special Ability|VIRTUAL|War Chanter Combine Song|PREVARGTEQ:WarChanterMusicLVL,5|PRESKILL:1,TYPE.Perform=12								
1				ABILITY:Special Ability|VIRTUAL|War Chanter Inspire Awe|PREVARGTEQ:WarChanterMusicLVL,7|PRESKILL:1,TYPE.Perform=15								
1				ABILITY:Special Ability|VIRTUAL|War Chanter Inspire Legion|PREVARGTEQ:WarChanterMusicLVL,10|PRESKILL:1,TYPE.Perform=18								
#												
1				ABILITY:Special Ability|AUTOMATIC|War Chanter Music			BONUS:VAR|WarChanterMusicLVL|CL					
2												
3												
4												
5												
6												
7												
8				ABILITY:Special Ability|AUTOMATIC|Singing Shout|War Chanter Singing Shout				BONUS:VAR|WarChanterSingingShoutLVL|CL				
9												
10												
#												
CLASS:Warshaper	HD:8	TYPE:Prestige	ABB:Wsh	MAXLEVEL:5	SOURCEPAGE:CW	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL/3*4|TYPE=Base.REPLACE			
CLASS:Warshaper	PREATT:4	PRETEXT:Must be able to change shape										
CLASS:Warshaper	STARTSKILLPTS:2	CSKILL:Balance|Climb|Concentration|TYPE.Craft|Disguise|Escape Artist|Jump|Swim										
1				ABILITY:Special Ability|AUTOMATIC|Morphic Immunities|Morphic Weapons								
2				ABILITY:Special Ability|AUTOMATIC|Morphic Body								
3				ABILITY:Special Ability|AUTOMATIC|Morphic Reach								
4				ABILITY:Special Ability|AUTOMATIC|Morphic Healing								
5							BONUS:ABILITYPOOL|Warshaper Morph|1					
